text,bbox,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
Delete Log Files For Successful Jobs,"[100, 0, 200, 20]",12,6,0,0.0155,0,1,1.02,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Automatically deletes the log files unless the job fails.,"[100, 0, 200, 20]",12,9,0,0.0245,0.2222222222222222,0.1111111111111111,0.97,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Set Adobe PDF printer properties Windows,"[0, 0, 100, 20]",24,6,0,0.0175,0,0.6666666666666666,1.97,0,1,1,-12,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1
"In Windows, you can usually leave the Adobe PDF printer properties unchanged, unless you have configured printer sharing or set security.","[100, 0, 200, 20]",12,21,0,0.0585,0.23809523809523808,0.19047619047619047,0.83,0,1,0.5,-6,0.5,1,0,0,0.5,1,1,0,0.5,0,0,0,1,0.5,0,0,0.5,0
Printing Properties are different from printer Preferences. The Properties dialog box contains tabs of options that apply to any type of printer; the Preferences include conversion options specifically for the Adobe PDF printer.,"[100, 0, 200, 20]",12,33,0,0.098,0.15151515151515152,0.24242424242424243,0.1567,0,1,0.6667,0,0.6667,0.3333,0,0,0.6667,1,1,0.3333,0.6667,0,0,0,1,0,0,0,1,0
Set Adobe PDF printer properties,"[100, 0, 200, 20]",16.02,5,0,0.014,0,0.6,4.61,0,1,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"1. Open Devices and Printers from the Start menu, and right-click the Adobe PDF printer.","[100, 0, 200, 20]",12,15,0,0.037,0.06666666666666667,0.375,0.305,24.75,0,0,-2.01,0,0.5,0,0,0,1,1,0,0,0,0,0,1,0.5,0,0,0.5,0
2. Choose Properties.,"[100, 0, 200, 20]",12,3,0,0.0095,0,0.6666666666666666,0.93,-18,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"3. Click the tabs, and select options as needed.","[100, 0, 200, 20]",12,9,0,0.02,0.1111111111111111,0.1111111111111111,1.01,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Reassign the port that the Adobe PDF printer uses,"[100, 0, 200, 20]",18,9,0,0.0205,0,0.3333333333333333,4.51,-31.5,0,0,6,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"1. Quit Distiller if it is running, and allow all queued jobs to the Adobe PDF printer to complete.","[100, 0, 200, 20]",12,19,0,0.0405,0.2631578947368421,0.21052631578947367,0.305,24.75,0,0.5,-3,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0.5,0,0,0.5,0
2. Open Devices and Printers from the Start menu.,"[100, 0, 200, 20]",12,9,0,0.0205,0,0.4444444444444444,1,-18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"3. Right-click the Adobe PDF printer, and choose Printer Properties .","[100, 0, 200, 20]",12,11,0,0.0295,0.1,0.45454545454545453,1.01,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"4. Click the Ports tab, and then click Add Port.","[100, 0, 200, 20]",12,10,0,0.0195,0.1,0.4,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"5. Select Adobe PDF Port Windows XP or Adobe PDF Port Monitor Vista/Windows 7 from the list of available port types, and click New Port.","[100, 0, 200, 20]",12,25,0,0.056,0.04,0.5384615384615384,0.385,9,0.5,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"6. Select a local folder for PDF output files, and click OK. Then click Close to quit the Printer Ports dialog box.","[100, 0, 200, 20]",12,22,0,0.047,0.13636363636363635,0.3181818181818182,0.385,0,0,0.5,0,1,0,0,0,1,1,1,0.5,0,0,0,0,1,0,0,0,1,0
"7. In the Adobe PDF Properties dialog box, click Apply, and then click OK.","[100, 0, 200, 20]",12,14,0,0.0305,0.07142857142857142,0.42857142857142855,1,-18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"Note: For best results, select a folder on the same system where Distiller is installed. Although remote or network folders are supported, they have limited user access and security issues.","[100, 0, 200, 20]",12,30,0,0.08,0.23333333333333334,0.13333333333333333,1.26,6,0.6667,0.3333,0,0.3333,0.3333,0,0,0.3333,1,1,0.6667,0.3333,0,0,0,1,0,0,0,1,0
Delete a folder and reassign the Adobe PDF printer to the default port,"[100, 0, 200, 20]",16.02,13,0,0.029,0.07692307692307693,0.23076923076923078,4.13,-49.5,0,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"1. Quit Distiller if it is running, and allow a few minutes for all queued jobs to Adobe PDF to complete.","[0, 0, 200, 20]",12,21,0,0.02125,0.23809523809523808,0.19047619047619047,-0.26,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
4. Click the Ports tab.,"[100, 0, 200, 20]",12,5,0,0.0095,0,0.4,1.01,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"5. Select the default port, Documents, and click Apply.","[100, 0, 200, 20]",12,9,0,0.0235,0.1111111111111111,0.3333333333333333,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"6. Select the port to delete, click Delete Port, and then click OK to confirm the deletion.","[100, 0, 200, 20]",12,17,0,0.0375,0.29411764705882354,0.23529411764705882,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
7. Select the Documents port again and click Close.,"[100, 0, 200, 20]",12,9,0,0.0215,0.2222222222222222,0.3333333333333333,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
