text,bbox,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
Each page in the PDF is saved as separate PNG files.,"[100, 0, 200, 20]",12,11,0,0.021,0.18181818181818182,0.2727272727272727,1,18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"For PDF to PNG conversion settings, go to File format options for PDF export.https://helpx.adobe.com/acrobat/using/file-format-options-pdf-export.html","[0, 0, 100, 20]",12,14,0,0.0685,0.06666666666666667,0.19230769230769232,1.83,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Overview,"[100, 0, 200, 20]",12,1,0,0.004,0,1,1.83,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Acrobat allows you to export images and text selections from a PDF to different file formats. Each format uses unique conversion settings when you export text or image selections.,"[100, 0, 200, 20]",12,29,0,0.0755,0.13793103448275862,0.10344827586206896,0.92,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0.5,0,0,0,0,1,0,0,0,1,0
Export images from PDFs,"[100, 0, 200, 20]",12,4,0,0.01,0,0.5,1.83,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Besides exporting the entire document or each page to a different format, you can export each image in a PDF to a separate image file.","[100, 0, 200, 20]",12,25,0,0.055,0.08,0.08,0.92,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
"You can export raster images, but not vector objects.","[100, 0, 200, 20]",12,9,0,0.0225,0.1111111111111111,0.1111111111111111,1.86,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"1. Open the PDF in Acrobat and select Convert from the top tools bar. Alternatively, from the All tools menu, select Export a PDF .","[100, 0, 200, 20]",12,25,0,0.0535,0.041666666666666664,0.3333333333333333,0.935,18,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
The various formats to which you can export the PDF file are displayed.,"[100, 0, 200, 20]",12,13,0,0.0295,0.23076923076923078,0.15384615384615385,1.83,-36,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"2. From the Convert panel, select image format and then from the drop-down, select the desired image file format.","[100, 0, 200, 20]",12,19,0,0.0475,0.05263157894736842,0.1,0.93,18,0,0.5,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"3. Optional To configure the conversion settings, select Settings and then modify the settings as required. Once done, select OK .","[100, 0, 200, 20]",12,21,0,0.055,0.2,0.25,0.615,0,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
4. Optional To configure the image settings:,"[100, 0, 200, 20]",12,7,0,0.019,0.14285714285714285,0.2857142857142857,0.98,-18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
1. Select Export all Images and then select Settings,"[100, 0, 200, 20]",12,9,0,0.022,0,0.4444444444444444,2.2,36,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"2. In the dialog that appears, specify the File Settings, Color Management, Conversion, and Extraction settings for the file type.","[100, 0, 200, 20]",12,20,0,0.0555,0.1,0.35,0.305,9,0.5,0,0,0.5,0,0,0,0.5,1,1,0,0,0,0,0,1,0,0,0,1,0
"3. For Exclude images smaller than, select the smallest size of the image to be extracted. Select No Limit to extract all images.","[100, 0, 200, 20]",12,23,0,0.0535,0.17391304347826086,0.21739130434782608,0.31,0,0,0,0,0.5,0.5,0,0,0.5,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
4. Select Ok .,"[100, 0, 200, 20]",12,4,0,0.0055,0,0.6666666666666666,0.61,-18,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"If you do not select the Export All Images option, all pages within the PDF are saved in the selected image file format.","[100, 0, 200, 20]",12,23,0,0.049,0.17391304347826086,0.21739130434782608,0.5,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
5. Select Convert to JPEG .,"[100, 0, 200, 20]",12,6,0,0.011,0,0.6,1,54,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"6. In the Save as dialog that appears, select a desired location or select Choose a different folder to select alternate locations.","[100, 0, 200, 20]",12,22,0,0.055,0.18181818181818182,0.13636363636363635,0.5,9,0.5,0,0,0.5,0,0,0,0.5,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
7. Select Save .,"[0, 0, 100, 20]",12,4,0,0.0065,0,0.6666666666666666,1,18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"It exports only the images from the PDF to the selected image file format. By default, the source filename is used with the new extension, and the exported file is saved in the same folder as the source file.","[100, 0, 200, 20]",12,39,0,0.085,0.15384615384615385,0.07692307692307693,0.3333,6,0.6667,0.6667,0,1,0,0,0,1,1,1,0.3333,0.6667,0,0,0,1,0,0,0,1,0
Export selections from a PDF to another format,"[100, 0, 200, 20]",12,8,0,0.0195,0,0.25,1,-72,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"To export a part of the PDF file into another format, you don’t need to convert the entire file and then extract the relevant content. You can select text in a PDF file and save it in one of the supported formats: DOCX, DOC, XLSX, RTF, XML, HTML, or CSV.","[100, 0, 200, 20]",12,50,0,0.1025,0.1346153846153846,0.21568627450980393,0.3333,0,1,0.6667,0,1,0,0,0,1,1,1,0,0.6667,0,0,0,1,0,0,0,1,0
1. Use the Select tool and mark the content to save.,"[100, 0, 200, 20]",12,11,0,0.021,0.2727272727272727,0.18181818181818182,1,18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
2. Right-click the selected text and choose Export Selection As .,"[100, 0, 200, 20]",12,11,0,0.0275,0.2,0.36363636363636365,1.02,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
3. Select a format from the Save As Type list and select Save .,"[100, 0, 200, 20]",12,14,0,0.025,0.07692307692307693,0.38461538461538464,0.94,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Select and copy text and images,"[0, 0, 100, 20]",24,6,0,0.013,0,0.16666666666666666,2.05,96,0,0,-12,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"The Select tool lets you select horizontal and vertical text or columns of text, images, vector objects, and tables in a PDF. The Select tool recognizes the type of content under the cursor and changes automatically. You can use the Copy, Copy with Formatting, Export Selection As, and Paste commands to copy the selected text into another application. Note the following:","[100, 0, 200, 20]",12,61,0,0.156,0.11475409836065574,0.22950819672131148,0.61,0,0.6,0.6,-2.4,0.8,0.2,0,0,0.8,1,1,0,0.6,0,0,0,1,0.2,0,0,0.8,0
"If you’re unable to select text, the text may be part of an image. In Acrobat, select All tools    - Scan & OCR, then select In this file under RECOGNIZE TEXT to export image text to text that can be selected.","[100, 0, 200, 20]",12,41,0,0.083,0.24390243902439024,0.225,0.4867,12,0.6667,0.3333,0,0.3333,0.3333,0,0,0.3333,1,1,0.3333,0.6667,0,0,0,1,0,0,0,1,0
"If the Cut, Copy, Copy with Formatting, and Paste commands are unavailable when you select the text, the author may have set restrictions to copying text.","[100, 0, 200, 20]",12,26,0,0.0645,0.19230769230769232,0.23076923076923078,0.425,0,1,0.5,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"If the text you copy uses a font that isn’t available on your system, the font is substituted with a close match or default font.","[100, 0, 200, 20]",12,25,0,0.0525,0.18518518518518517,0.038461538461538464,0.425,0,1,1,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Select text and images,"[100, 0, 200, 20]",12,4,0,0.0095,0,0.25,19.68,-36,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"1. Select the Select tool, and hover over an empty part of the page. Alternatively, press Ctrl Windows or Command macOS; the pointer changes to display a rectangle.","[100, 0, 200, 20]",12,28,0,0.0685,0.07142857142857142,0.21428571428571427,0.3367,12,0.3333,0.3333,0,0.6667,0.3333,0,0,0.6667,1,1,0,0.6667,0,0,0,1,0,0,0,1,0
2. Drag the pointer and draw a rectangle to select a part of the page.,"[100, 0, 200, 20]",12,15,0,0.028,0.13333333333333333,0.06666666666666667,1.42,-18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Select a column of text,"[100, 0, 200, 20]",12,5,0,0.0095,0.2,0.2,1.41,-18,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"1. Using the Select tool, move the pointer toward a column of text. When the pointer changes to a vertical bar, the Select tool is in column select mode.","[100, 0, 200, 20]",12,29,0,0.0625,0.10344827586206896,0.13793103448275862,0.515,18,0,0,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
You can force column select mode by pressing Alt as you drag a rectangle over the column of text.,"[100, 0, 200, 20]",12,19,0,0.0395,0.15789473684210525,0.10526315789473684,0.72,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"2. Drag a rectangle over the column of text. To select text across multiple columns, drag from the beginning of the text in one column to the end of the text you want to select.","[100, 0, 200, 20]",12,35,0,0.0715,0.08571428571428572,0.05714285714285714,0.71,0,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Select all the text on a page,"[0, 0, 100, 20]",12,7,0,0.0115,0,0.14285714285714285,0.02,18,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1. Select View from the upper left macOS or select the hamburger menu on the upper left and then select view Windows. Select Page display     - Single-page view .,"[100, 0, 200, 20]",12,29,0,0.065,0.07407407407407407,0.21428571428571427,0.02,18,0,0,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
2. Select four times repeatedly in the text area. This method selects all the text on the page regardless of the page layout.,"[100, 0, 200, 20]",12,23,0,0.0515,0.043478260869565216,0.08695652173913043,0.5,0,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"Note: If you choose any other page layout, all the text in the document is selected.","[100, 0, 200, 20]",12,16,0,0.0345,0.1875,0.125,2.97,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Copy selected text,"[100, 0, 200, 20]",12,3,0,0.008,0.3333333333333333,0.3333333333333333,0.01,-36,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
1. Use the Select tool to select any amount of text on the page.,"[100, 0, 200, 20]",12,14,0,0.0255,0.14285714285714285,0.14285714285714285,1.71,149.16,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"2. Right-click on the selected text, and then select Copy.","[100, 0, 200, 20]",12,10,0,0.0245,0.2,0.18181818181818182,1.02,-131.16,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"You can paste the copied text into comments, bookmarks, and documents authored in other applications.","[100, 0, 200, 20]",12,15,0,0.0435,0.13333333333333333,0.06666666666666667,1.485,9,0.5,0.5,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Paste copied text and images,"[100, 0, 200, 20]",12,5,0,0.012,0.2,0.2,0.99,-36,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
1. Open the PDF in which you want to paste the selected text or image.,"[100, 0, 200, 20]",12,15,0,0.028,0.26666666666666666,0.13333333333333333,0,18,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
2. Select the area where you want to paste the text or image.,"[100, 0, 200, 20]",12,13,0,0.0245,0.23076923076923078,0.07692307692307693,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
3. Windows Press Ctrl + V .,"[100, 0, 200, 20]",12,7,0,0.0105,0,0.8,1.02,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
macOS Press command + V .,"[100, 0, 200, 20]",12,6,0,0.01,0,0.5,1.02,18,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
Convert selected content to other formats,"[0, 0, 100, 20]",24,6,0,0.018,0.16666666666666666,0.16666666666666666,3.36,0,1,1,-12,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"You convert selected content to other formats by exporting a selection. For example, you can select content and save it as a Word document, Excel spreadsheet, or comma-separatedhttps://www.adobe.com/acrobat/online/pdf-to-word.html","[100, 0, 200, 20]",12,28,0,0.1015,0.1724137931034483,0.10526315789473684,1.68,0,1,1,-6,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0.5,0,0,0.5,0
1. Select the Select tool . Press Ctrl Windows or Command macOS to create a rectangular selection.,"[100, 0, 200, 20]",12,17,0,0.041,0.1875,0.375,1.635,18,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"2. Drag a rectangle over the content to copy. If you’re selecting text in columns, press Alt Windows.","[100, 0, 200, 20]",12,18,0,0.042,0.1,0.21052631578947367,0.975,0,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"Note: To select tables that exceed one page, try changing the page display to Single Page before selecting the tables. Then select View    - Page Display    - Enable Scrolling .","[100, 0, 200, 20]",12,30,0,0.071,0.2222222222222222,0.37037037037037035,2.615,0,1,0,0,0.5,0.5,0,0,0.5,1,1,0.5,0,0,0,0,1,0,0,0,1,0
"3. Right-click the selection, select Export Selection As, and specify a filename.","[100, 0, 200, 20]",12,12,0,0.035,0.08333333333333333,0.3076923076923077,3.83,-18,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"4. Depending on the nature of the content, in the Save As Type, select one of the following:","[100, 0, 200, 20]",12,18,0,0.0375,0.1111111111111111,0.2222222222222222,0.975,9,0.5,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Word Document or Word 97-2003 Saves the content as a Word file.,"[100, 0, 200, 20]",12,12,0,0.026,0.08333333333333333,0.38461538461538464,3.605,18,0,0,0,0,0,0,0,1,1,1,0.5,0,0,0,0,1,0,0,0,1,0
"Excel Workbook, XML Spreadsheet, or CSV Saves the content as a table.","[100, 0, 200, 20]",12,12,0,0.029,0.08333333333333333,0.5,3.605,0,0,0,0,0,0,0,0,1,1,1,0.5,0,0,0,0,1,0,0,0,1,0
Rich Text Format or HTML Saves the content as an RTF or HTML file.,"[100, 0, 200, 20]",12,14,0,0.0265,0.07142857142857142,0.5,3.605,0,0,0,0,0,0,0,0,1,1,1,0.5,0,0,0,0,1,0,0,0,1,0
"Note: To copy a table in RTF, drag the selected table into an open document in the target application.","[100, 0, 200, 20]",12,19,0,0.042,0.15789473684210525,0.15789473684210525,2.615,-18,0.5,0.5,0,0,0.5,0,0,0,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
PowerPoint Saves the content as a PowerPoint .pptx file.,"[100, 0, 200, 20]",12,9,0,0.024,0.1111111111111111,0.3333333333333333,2.65,18,0,0,0,0,0,0,0,1,1,1,0.5,0,0,0,0,1,0,0,0,1,0
