"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","Page 7 of 16'","-9.54","0","1.0","0","0","0","1","1","1","0","0","0","1",""
"Page 7 of 16'","skin inside cups causing a more increase in the size of skin upliftings'","1.38","-34","0.0","0","0","1","0","1","0","0","0","0","1",""
"skin inside cups causing a more increase in the size of skin upliftings'","with a corresponding decrease in the pressure inside skin upliftings'","-17.85","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"with a corresponding decrease in the pressure inside skin upliftings'","till values near that of the capillary venous hydrostatic pressure. This'","-17.85","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"till values near that of the capillary venous hydrostatic pressure. This'","decreases progressively the absorption at the venous end of capillaries'","-17.85","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"decreases progressively the absorption at the venous end of capillaries'","Figures 3C-3E. Movement of filtered fluids towards skin upliftings'","-17.85","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"Figures 3C-3E. Movement of filtered fluids towards skin upliftings'","away from capillaries adds a more decrease to absorption at the venous'","-17.85","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"away from capillaries adds a more decrease to absorption at the venous'","end of capillaries. Based on that, most of the tissue fluids containing'","-17.85","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"end of capillaries. Based on that, most of the tissue fluids containing'","CPS are not absorbed again to venous end of capillary circulation due'","-17.85","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"CPS are not absorbed again to venous end of capillary circulation due'","to effect of cupping therapy.'","-17.85","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"to effect of cupping therapy.'","5- Accumulation of fluids tissue fluids+filtered fluids+hemolyzed'","-17.85","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"5- Accumulation of fluids tissue fluids+filtered fluids+hemolyzed'","blood cells+filtered soluble substances containing wastes and'","-17.85","271","0.0","1","0","1","0","0","0","0","0","0","1",""
"blood cells+filtered soluble substances containing wastes and'","hemolyzed blood cells in uplifted cupped skin area may cause dilution'","-18.62","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"hemolyzed blood cells in uplifted cupped skin area may cause dilution'","and local redistribution of nociceptive mediators Figures 3C-3E.'","-18.62","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"and local redistribution of nociceptive mediators Figures 3C-3E.'","Nociceptive mediators e.g. substance P neuropeptide released'","-18.62","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Nociceptive mediators e.g. substance P neuropeptide released'","from nerve endings related to pain, inflammatory mediators and'","-18.62","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"from nerve endings related to pain, inflammatory mediators and'","prostaglandins present in interstitial fluids at local inflammatory sites'","-18.62","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"prostaglandins present in interstitial fluids at local inflammatory sites'","or come with filtered fluids are diluted in the locally accumulating'","-18.62","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"or come with filtered fluids are diluted in the locally accumulating'","tissue fluids in the uplifted area due to the effect of cupping-induced'","-18.62","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"tissue fluids in the uplifted area due to the effect of cupping-induced'","negative suction pressure. This may take substance P away from pain'","-18.62","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"negative suction pressure. This may take substance P away from pain'","receptors and pain sensitive structures producing analgesic effect'","-18.62","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"receptors and pain sensitive structures producing analgesic effect'","Figures 2 and 3.'","-18.62","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"Figures 2 and 3.'","6- Dilution of the inflammatory mediators may occur with'","0.62","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"6- Dilution of the inflammatory mediators may occur with'","temporary accumulation of interstitial fluids and filtered fluids beneath'","-12.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"temporary accumulation of interstitial fluids and filtered fluids beneath'","skin surface and around nerve endings Figures 3C-3E. This may bathe'","-12.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"skin surface and around nerve endings Figures 3C-3E. This may bathe'","nerve endings in collected fluids and reduce their stimulation 79.'","-12.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"nerve endings in collected fluids and reduce their stimulation 79.'","This may decrease neurotransmission of pain sensation producing an'","-12.0","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"This may decrease neurotransmission of pain sensation producing an'","analgesic effect. Analgesic effect of cupping therapy helps in decreasing'","-12.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"analgesic effect. Analgesic effect of cupping therapy helps in decreasing'","pain sensation during subsequent superficial skin laceration step. Based'","-12.0","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"pain sensation during subsequent superficial skin laceration step. Based'","on that, 1 cupping step in CPC method not in PC method has a st'","-0.46","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"on that, 1 cupping step in CPC method not in PC method has a st'","strong analgesic effect, which allows doing subsequent skin puncturing'","-0.31","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"strong analgesic effect, which allows doing subsequent skin puncturing'","with no need for analgesic or anesthetic administration.'","-3.69","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"with no need for analgesic or anesthetic administration.'","7- After removal of sucking cups, immediate decrease in size of skin'","0.46","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"7- After removal of sucking cups, immediate decrease in size of skin'","upliftings occurs due to removal of negative pressure until reaching'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"upliftings occurs due to removal of negative pressure until reaching'","level of collected fluids Figure 3F. If skin upliftings are left for some'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"level of collected fluids Figure 3F. If skin upliftings are left for some'","time without skin puncturing dry cupping therapy, fluid collections'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"time without skin puncturing dry cupping therapy, fluid collections'","inside upliftings will leak and redistribute to underlying tissues causing'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"inside upliftings will leak and redistribute to underlying tissues causing'","disappearance of skin upliftings. Improvement of pain instead of'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"disappearance of skin upliftings. Improvement of pain instead of'","retention of inflammatory mediators and noxious substances may be'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"retention of inflammatory mediators and noxious substances may be'","due to dilution of those CPS and their redistribution to new sites away'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"due to dilution of those CPS and their redistribution to new sites away'","from pain receptors and pain sensitive structures after disappearance'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"from pain receptors and pain sensitive structures after disappearance'","of skin upliftings. In addition, skin puncturing allows release of'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"of skin upliftings. In addition, skin puncturing allows release of'","endogenous opioids e.g. endorphins, encephalins and dynorphins that'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"endogenous opioids e.g. endorphins, encephalins and dynorphins that'","decrease pain sensation 80 and intensify cupping therapy-induced'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"decrease pain sensation 80 and intensify cupping therapy-induced'","analgesic effect. Derivatives of proopiomelanocortin e.g. β-endorphin'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"analgesic effect. Derivatives of proopiomelanocortin e.g. β-endorphin'","and melanocortin hormones can block inflammatory reactions 80.'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"and melanocortin hormones can block inflammatory reactions 80.'","Based on that, CPC method of wet cupping therapy is better than'","-65.23","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Based on that, CPC method of wet cupping therapy is better than'","dry cupping therapy and PC method in treating pain as CPC method'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"dry cupping therapy and PC method in treating pain as CPC method'","includes 2 advantages: advantage of dry cupping therapy 1 st part of the'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"includes 2 advantages: advantage of dry cupping therapy 1 st part of the'","CPC method and release of endogenous opioids, while PC method has'","-65.23","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"CPC method and release of endogenous opioids, while PC method has'","only one advantage through release of endogenous opioids. In the CPC'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"only one advantage through release of endogenous opioids. In the CPC'","method, better efficient excretion of CPS occurs.'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"method, better efficient excretion of CPS occurs.'","8- Blood capillaries in the cupped area may undergo compression'","-65.23","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"8- Blood capillaries in the cupped area may undergo compression'","due to pressure on their walls from outside by the accumulated collected'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"due to pressure on their walls from outside by the accumulated collected'","fluids. This increases capillary hydrostatic pressure leading to more'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"fluids. This increases capillary hydrostatic pressure leading to more'","capillary filtration and consequently more blood clearance. The longer'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillary filtration and consequently more blood clearance. The longer'","the duration of cupping for few minutes, the more accumulation of'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the duration of cupping for few minutes, the more accumulation of'","tissue fluid in the skin layers inside the cups around skin capillaries'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"tissue fluid in the skin layers inside the cups around skin capillaries'","until an equilibrium point is reached at which no further fluid will'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"until an equilibrium point is reached at which no further fluid will'","accumulate. Escape and redistribution of fluids from skin uplift back to'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"accumulate. Escape and redistribution of fluids from skin uplift back to'","nearby tissues is prevented by maintained negative pressure during first'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"nearby tissues is prevented by maintained negative pressure during first'","cupping for few minutes. Removal of negative pressure of cupping'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"cupping for few minutes. Removal of negative pressure of cupping'","through removing cups prevents more accumulation of tissue fluid'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"through removing cups prevents more accumulation of tissue fluid'","and instead, allows for slow fluid redistribution. Immediate skin'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"and instead, allows for slow fluid redistribution. Immediate skin'","pricking for few millimeters depth is recommended to prevent fluid'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"pricking for few millimeters depth is recommended to prevent fluid'","redistribution and to get better cupping results.'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"redistribution and to get better cupping results.'","9- Compression pressure exerted on the skin by the outline of'","-65.23","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"9- Compression pressure exerted on the skin by the outline of'","sucking cups during the CPC method for few minutes may capture'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"sucking cups during the CPC method for few minutes may capture'","capillary blood in the cupped area for filtration and may induce'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillary blood in the cupped area for filtration and may induce'","reactive hyperemia phenomenon at the sites of cups application. In'","-65.23","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"reactive hyperemia phenomenon at the sites of cups application. In'","Altern Integ Med'","2.92","-266","-1.0","0","0","0","0","0","1","0","0","0","1",""
"Altern Integ Med'","Volume 2 • Issue 3 • 1000111'","-3.69","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Volume 2 • Issue 3 • 1000111'","ISSN:2327-5162 AIM, an open access journal'","-3.69","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Citation: El Sayed SM, Mahmoud HS, Nabo MMH 2013 Methods of Wet Cupping Therapy Al-Hijamah: In Light of Modern Medicine and Prophetic'","Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","-4.43","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","Page 8 of 16'","-4.43","0","1.0","0","0","0","1","1","1","0","0","0","1",""
"Page 8 of 16'","this phenomenon, compression causes a reduction in blood flow to'","0.64","-34","0.0","0","0","1","0","1","0","0","0","0","1",""
"this phenomenon, compression causes a reduction in blood flow to'","the skin for few minutes resulting in accumulation of metabolites and'","-17.21","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the skin for few minutes resulting in accumulation of metabolites and'","vasodilator chemicals. At the end of this step, vascular compression'","-17.21","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"vasodilator chemicals. At the end of this step, vascular compression'","is removed causing a dramatic increase in blood flow to the skin'","-17.21","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"is removed causing a dramatic increase in blood flow to the skin'","known as reactive hyperemia, which may bring more blood to the skin'","-17.21","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"known as reactive hyperemia, which may bring more blood to the skin'","circulation to be filtered and cleared during next steps of Al-hijamah'","-17.21","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"circulation to be filtered and cleared during next steps of Al-hijamah'","CPC method.'","-17.21","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"CPC method.'","C- 2 nd step of wet cupping therapy skin puncturing In both'","-17.21","0","0.0","0","1","0","1","0","0","0","0","0","1",""
"C- 2 nd step of wet cupping therapy skin puncturing In both'","CPC and PC method'","-17.21","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"CPC and PC method'","1- Injury to skin as in puncturing step in cupping therapy causes'","-17.21","0","0.0","0","0","0","1","0","0","0","0","0","1",""
"1- Injury to skin as in puncturing step in cupping therapy causes'","a double phenomenon capillary reaction. In the first phenomenon,'","-17.21","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"a double phenomenon capillary reaction. In the first phenomenon,'","capillary permeability immediately increases for less than 10 minutes'","-17.21","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillary permeability immediately increases for less than 10 minutes'","Figure 4. In the second phenomenon, a delayed increase in'","-17.21","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"Figure 4. In the second phenomenon, a delayed increase in'","permeability begins Figure 4 about one hour after injury 81,82.'","-17.21","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"permeability begins Figure 4 about one hour after injury 81,82.'","Antihistamines affect the first phenomenon but not the second one'","-17.21","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Antihistamines affect the first phenomenon but not the second one'","81,82. Increased capillary permeability in the first phenomenon is so'","-17.21","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"81,82. Increased capillary permeability in the first phenomenon is so'","helpful to enhance capillary filtration, blood clearance of intravascular'","-17.21","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"helpful to enhance capillary filtration, blood clearance of intravascular'","fluids and fluid collection then movement of collected fluids towards'","-17.21","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"fluids and fluid collection then movement of collected fluids towards'","skin puncture site to be excreted under effect of cupping therapy.'","-17.21","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"skin puncture site to be excreted under effect of cupping therapy.'","Practically, this 10 minutes period is consumed in the second cupping'","-17.21","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Practically, this 10 minutes period is consumed in the second cupping'","step in the CPC method 7 and in creating skin upliftings then cupping'","-17.21","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"step in the CPC method 7 and in creating skin upliftings then cupping'","step in the PC method 36. Based on that, CPC method of wet cupping'","-2.71","271","0.0","1","0","1","0","0","0","0","0","0","1",""
"step in the PC method 36. Based on that, CPC method of wet cupping'","therapy makes better benefit of increased capillary permeability during'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"therapy makes better benefit of increased capillary permeability during'","this 10 minutes period and filters capillary blood during the whole'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"this 10 minutes period and filters capillary blood during the whole'","period, while PC method consumes this time to create skin upliftings'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"period, while PC method consumes this time to create skin upliftings'","then collect fluids. CPC method may be more beneficial in blood'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"then collect fluids. CPC method may be more beneficial in blood'","clearance than PC method.'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"clearance than PC method.'","2- In the CPC method, collected fluids after first cupping step are'","-32.79","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"2- In the CPC method, collected fluids after first cupping step are'","retained just beneath skin surface and are ready to get out when skin'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"retained just beneath skin surface and are ready to get out when skin'","is punctured Figure 5A, while nothing is collected in PC method.'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"is punctured Figure 5A, while nothing is collected in PC method.'","Injuring skin causes opening of skin barrier and a traumatic injury to'","-32.79","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Injuring skin causes opening of skin barrier and a traumatic injury to'","capillaries leading to bleeding in both cupping methods.'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillaries leading to bleeding in both cupping methods.'","3- Increased interstitial fluid pressure may cause pain due to nerve'","-32.79","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"3- Increased interstitial fluid pressure may cause pain due to nerve'","compression 83. Based on that, in the CPC method, puncturing skin'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"compression 83. Based on that, in the CPC method, puncturing skin'","is less painful due to collection of fluids interstitial fluids and filtered'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"is less painful due to collection of fluids interstitial fluids and filtered'","fluids beneath the skin surface leading to decreased interstitial fluid'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"fluids beneath the skin surface leading to decreased interstitial fluid'","pressure, which decreases pain sensation. In addition, there is dilution'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"pressure, which decreases pain sensation. In addition, there is dilution'","and redistribution of the noxious agents, inflammatory mediators and'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"and redistribution of the noxious agents, inflammatory mediators and'","CPS away from pain receptors and pain sensitive structures Figure 2,'","-32.79","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"CPS away from pain receptors and pain sensitive structures Figure 2,'","while this is not the case in the PC method. In the PC method, pricking'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"while this is not the case in the PC method. In the PC method, pricking'","skin may be painful at the tender points beneath which pain-causing'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"skin may be painful at the tender points beneath which pain-causing'","substances are existing. In addition, localization of inflammation at'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"substances are existing. In addition, localization of inflammation at'","certain sites produces local erythema and tenderness at these sites,'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"certain sites produces local erythema and tenderness at these sites,'","which makes direct skin puncturing painful as in the PC method.'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"which makes direct skin puncturing painful as in the PC method.'","4- In the CPC method, collected fluids are nearer to skin surface'","-32.79","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"4- In the CPC method, collected fluids are nearer to skin surface'","than blood in blood capillaries Figures 5A and 5B. Blood from injured'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"than blood in blood capillaries Figures 5A and 5B. Blood from injured'","capillaries becomes mixed with collected fluids interstitial fluids and'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"capillaries becomes mixed with collected fluids interstitial fluids and'","filtered fluids beneath skin surface and starts to come out mixed with'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"filtered fluids beneath skin surface and starts to come out mixed with'","the collected fluids i.e. altered blood that comes out through superficial'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the collected fluids i.e. altered blood that comes out through superficial'","skin lacerations induced during wet cupping therapy is a mixture of'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"skin lacerations induced during wet cupping therapy is a mixture of'","extruded collected fluids and bloodshed at traumatic capillaries. In the'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"extruded collected fluids and bloodshed at traumatic capillaries. In the'","PC method, fresh blood comes out rapidly as there is no prior collection'","-32.79","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"PC method, fresh blood comes out rapidly as there is no prior collection'","of fluids to slow down its flow. Little tissue fluids are mixed with blood,'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"of fluids to slow down its flow. Little tissue fluids are mixed with blood,'","as there is no filtered fluid from capillaries or collected interstitial'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"as there is no filtered fluid from capillaries or collected interstitial'","fluids until this step in the PC method i.e. there is no blood clearance'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"fluids until this step in the PC method i.e. there is no blood clearance'","effect until now in the PC method Figures 5A and 5B. The noxious'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"effect until now in the PC method Figures 5A and 5B. The noxious'","substances that are present in the interstitial fluids are still present and'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"substances that are present in the interstitial fluids are still present and'","not excreted in the PC method as noxious substances are not collected'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"not excreted in the PC method as noxious substances are not collected'","or diluted in fluids inside skin uplifting in the PC method.'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"or diluted in fluids inside skin uplifting in the PC method.'","5- Injury to vessel wall as that in the puncturing step of cupping'","-32.79","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"5- Injury to vessel wall as that in the puncturing step of cupping'","therapy stimulates hemostatic mechanisms of blood coagulation'","-32.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"therapy stimulates hemostatic mechanisms of blood coagulation'","Altern Integ Med'","1.36","-266","-1.0","0","0","0","0","0","1","0","0","0","1",""
"Altern Integ Med'","Volume 2 • Issue 3 • 1000111'","-1.71","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Volume 2 • Issue 3 • 1000111'","ISSN:2327-5162 AIM, an open access journal'","-1.71","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Citation: El Sayed SM, Mahmoud HS, Nabo MMH 2013 Methods of Wet Cupping Therapy Al-Hijamah: In Light of Modern Medicine and Prophetic'","Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","-3.26","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","Page 9 of 16'","-3.26","0","1.0","0","0","0","1","1","1","0","0","0","1",""
"Page 9 of 16'","both intrinsic and extrinsic pathways. This leads to vasoconstriction,'","0.47","-34","0.0","0","0","1","0","1","0","0","0","0","1",""
"both intrinsic and extrinsic pathways. This leads to vasoconstriction,'","platelet plug formation to seal the bleeding site, formation of fibrin'","-6.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"platelet plug formation to seal the bleeding site, formation of fibrin'","thrombus and activation of fibrinolytic system to prevent extension of'","-6.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"thrombus and activation of fibrinolytic system to prevent extension of'","the thrombus soon occurs. Damaged endothelial cells releases tissue'","-6.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the thrombus soon occurs. Damaged endothelial cells releases tissue'","thromboplastin, which activates the extrinsic pathway of coagulation.'","-6.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"thromboplastin, which activates the extrinsic pathway of coagulation.'","Exposure of subendothelial collagen stimulates platelet adhesion and'","-6.95","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Exposure of subendothelial collagen stimulates platelet adhesion and'","aggregation, activates factor XII intrinsic pathway of coagulation and'","-6.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"aggregation, activates factor XII intrinsic pathway of coagulation and'","activates fibrinolysis. Platelets soon aggregate to form a platelet plug.'","-6.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"activates fibrinolysis. Platelets soon aggregate to form a platelet plug.'","In addition, platelets release ADP increases platelet release reactions,'","-6.95","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"In addition, platelets release ADP increases platelet release reactions,'","thromboxane A2 vasoconstrictor, phospholipids platelet factor 3'","-6.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"thromboxane A2 vasoconstrictor, phospholipids platelet factor 3'","that is essential for coagulation and platelet factor 4 that has a local'","-6.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"that is essential for coagulation and platelet factor 4 that has a local'","anti-heparin effect and is essential for coagulation 84. Based on that,'","-6.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"anti-heparin effect and is essential for coagulation 84. Based on that,'","it is essential to start 2 nd cupping suction step immediately after skin'","-0.11","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"it is essential to start 2 nd cupping suction step immediately after skin'","skin puncturing in both CPC and PC methods. In addition, on proper'","-0.11","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"skin puncturing in both CPC and PC methods. In addition, on proper'","practice of cupping therapy, collected fluids are excreted with minor'","-1.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"practice of cupping therapy, collected fluids are excreted with minor'","blood loss.'","-1.79","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"blood loss.'","6- The initiation of coagulation is caused by activation of factor'","0.21","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"6- The initiation of coagulation is caused by activation of factor'","VII through binding of tissue factor a cell membrane protein. This'","-25.42","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"VII through binding of tissue factor a cell membrane protein. This'","activates formation of thrombin, which converts soluble fibrinogen to'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"activates formation of thrombin, which converts soluble fibrinogen to'","insoluble fibrin threads. Exposed sub-endothelial collagen together'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"insoluble fibrin threads. Exposed sub-endothelial collagen together'","with thrombin stimulate platelet aggregation and coagulation cascade'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"with thrombin stimulate platelet aggregation and coagulation cascade'","85. Based on that, proper practice of cupping therapy carries no risk'","-25.42","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"85. Based on that, proper practice of cupping therapy carries no risk'","of bleeding or serious hemorrhage.'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"of bleeding or serious hemorrhage.'","7- In the CPC method, blood coming up from injured capillaries'","-25.42","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"7- In the CPC method, blood coming up from injured capillaries'","towards puncture site at the skin surface is facing some collected'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"towards puncture site at the skin surface is facing some collected'","fluids Figures 5A and 5B, which may hinder bleeding and enhance'","-25.42","0","0.0","1","0","1","1","0","0","0","0","0","1",""
