"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_a","font_size_b","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"P77'","Structural and vibrational study of monoclinic As 2 S 3 at high pressure.'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Structural and vibrational study of monoclinic As 2 S 3 at high pressure.'","Vanesa Paula Cuenca-Gotor València/Spain, Juan Ángel Sans, Francisco Javier Manjón,'","-57.67","0","11.04","11.04","0.0","1","1","0","1","1","1","0","0","0","1",""
"Vanesa Paula Cuenca-Gotor València/Spain, Juan Ángel Sans, Francisco Javier Manjón,'","Catalin Popescu, Silvana Radescu, Andrés Mujica, Plácida Rodríguez-Hernández, Alfonso'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Catalin Popescu, Silvana Radescu, Andrés Mujica, Plácida Rodríguez-Hernández, Alfonso'","Muñoz, Jordi Ibáñez'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Muñoz, Jordi Ibáñez'","P78'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P78'","The effect of pressure on hydrogen solubility in Zircaloy nuclear fuel cladding'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"The effect of pressure on hydrogen solubility in Zircaloy nuclear fuel cladding'","John Proctor Salford/Great Britain, Hannah Weekes, Dean Smith, Cristina Simionescu,'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"John Proctor Salford/Great Britain, Hannah Weekes, Dean Smith, Cristina Simionescu,'","Timothy Prior, Mark Wenman, David Dye'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Timothy Prior, Mark Wenman, David Dye'","P79'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P79'","High-pressure studies of high-nitrogen-content 6-azido-1,2,3,4-tetrazolo-1,5-b-pyridazine'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High-pressure studies of high-nitrogen-content 6-azido-1,2,3,4-tetrazolo-1,5-b-pyridazine'","Anna Olejniczak Poznan/Poland, Anna Katrusiak, Andrzej Katrusiak'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Anna Olejniczak Poznan/Poland, Anna Katrusiak, Andrzej Katrusiak'","P80'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P80'","Vibrational study of In 2 Se 3 under high pressure'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Rosario Vilaplana València/Spain, Samuel Gallego, Alfonso Muñoz, Plácida Rodríguez'","Hernández, Francisco Javier Manjón, Alfredo Segura, Daniel Errandonea'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Hernández, Francisco Javier Manjón, Alfredo Segura, Daniel Errandonea'","P81'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P81'","Effect of pressure on Li 0.5 Ni 0.5 Mn 2 O 4 : New quaternary mixed metal oxide – bridging the gap'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Effect of pressure on Li 0.5 Ni 0.5 Mn 2 O 4 : New quaternary mixed metal oxide – bridging the gap'","between LiMn 2 O 4 and NiMn 2 O 4'","-57.67","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"between LiMn 2 O 4 and NiMn 2 O 4'","Paweł Piszora Poznań/Poland, Jolanta Darul, Dörthe Haase'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Paweł Piszora Poznań/Poland, Jolanta Darul, Dörthe Haase'","S 24 – Physics and transformations in compressed matter'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 24 – Physics and transformations in compressed matter'","P82'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P82'","A modified system for low temperature experiments in a 3000 ton multi-anvil press'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"A modified system for low temperature experiments in a 3000 ton multi-anvil press'","Rick Secco London/Canada, Wenjun Yong'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Rick Secco London/Canada, Wenjun Yong'","S 26 – Novel magnetic-electronic behavior at extreme P-T'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 26 – Novel magnetic-electronic behavior at extreme P-T'","P83'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P83'","Pressure effect on metamagnetic transition in UIrSi 3'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Pressure effect on metamagnetic transition in UIrSi 3'","Jaroslav Valenta Prague/Czech Republic, Fuminori Honda, Jiří Kaštil, Jiří Prchal, Vladimír'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Jaroslav Valenta Prague/Czech Republic, Fuminori Honda, Jiří Kaštil, Jiří Prchal, Vladimír'","Sechovský'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Sechovský'","P84'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P84'","High-pressure effect on magnetism and valence of YbPd 2 Si 2'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High-pressure effect on magnetism and valence of YbPd 2 Si 2'","Jiří Prchal Prague/Czech Republic, Jan Fikáček, Jan Prokleška, JIří Kaštil, Kristina Vlášková,'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Jiří Prchal Prague/Czech Republic, Jan Fikáček, Jan Prokleška, JIří Kaštil, Kristina Vlášková,'","Marie Kratochvílová, Martin Diviš'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Marie Kratochvílová, Martin Diviš'","S 27 – Structural phase transitions theory and experiment'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 27 – Structural phase transitions theory and experiment'","P85'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P85'","Bonding indicators for the analysis of pressure-induced structural phase transitions'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Bonding indicators for the analysis of pressure-induced structural phase transitions'","Olga Matthies Dresden/Germany, Yuri Grin, Miroslav Kohout'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Olga Matthies Dresden/Germany, Yuri Grin, Miroslav Kohout'","S 28 – High pressure mineral physics and geochemistry'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 28 – High pressure mineral physics and geochemistry'","P86'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P86'","Densification of calcium-aluminum-silicate glass at the pressure of ~5.5 GPa'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Densification of calcium-aluminum-silicate glass at the pressure of ~5.5 GPa'","Ayano Nakajima Sendai/Japan, Tatsuya Sakamaki, Naoki Hisano, Yoshiki Horioka, Tomonori'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Ayano Nakajima Sendai/Japan, Tatsuya Sakamaki, Naoki Hisano, Yoshiki Horioka, Tomonori'","Ohashi, Akio Suzuki'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Ohashi, Akio Suzuki'","P87'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P87'","Electrical resistivity of Fe, Co and Ni along their melting boundaries'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Electrical resistivity of Fe, Co and Ni along their melting boundaries'","Rick Secco London/Canada, Reynold Silber, Innocent Ezenwa, Wenjun Yong, Joshua'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Rick Secco London/Canada, Reynold Silber, Innocent Ezenwa, Wenjun Yong, Joshua'","Littleton'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Littleton'","P88'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Thermodynamic properties of Mg,Fe-silicates at mantle conditions and geophysical'","implications'","-20.33","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"implications'","Tatiana Sokolova Irkutsk/Russia, Peter Dorogokupets'","-20.33","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Tatiana Sokolova Irkutsk/Russia, Peter Dorogokupets'","P89'","-20.33","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P89'","High pressure behaviour of kalsilite-O1'","-20.33","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High pressure behaviour of kalsilite-O1'","Clivia Hejny Innsbruck/Austria, Biljana Krüger'","-20.33","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Clivia Hejny Innsbruck/Austria, Biljana Krüger'","P90'","-20.33","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P90'","X-ray diffraction study of rhodium oxyhydroxide at high pressure'","-20.33","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"X-ray diffraction study of rhodium oxyhydroxide at high pressure'","Akio Suzuki Sendai/Japan, Yoshiki Horioka, Naoki Hisano'","-20.33","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Akio Suzuki Sendai/Japan, Yoshiki Horioka, Naoki Hisano'","P91'","-20.33","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P91'","Decomposition of fayalite at high hydrogen pressure'","-20.33","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Decomposition of fayalite at high hydrogen pressure'","Vadim Efimchenko Moscow/Russia, Nikolay Barkovskii, Vladimir Fedotov, Konstantin'","-20.33","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Vadim Efimchenko Moscow/Russia, Nikolay Barkovskii, Vladimir Fedotov, Konstantin'","Meletov, Aleksandra Bendeliani'","-20.33","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
