"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_a","font_size_b","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"healthy phases are active ones. The heat transfer between'","active and passive phases can be better exploited for DL than'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"active and passive phases can be better exploited for DL than'","for SL due to the physical sharing of two DL phases within'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"for SL due to the physical sharing of two DL phases within'","the same slot. As depicted in Fig. 7, DL outperforms SL by'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"the same slot. As depicted in Fig. 7, DL outperforms SL by'","lowering the maximum temperature by 11 . 04%. Moreover, if'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"lowering the maximum temperature by 11 . 04%. Moreover, if'","the losses of DL are manually forced as equal inputs for both'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"the losses of DL are manually forced as equal inputs for both'","SL and DL, as shown in Table V and Fig. 8, the maximum'","-3.19","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"SL and DL, as shown in Table V and Fig. 8, the maximum'","temperature for DL is still lower by 9 . 30%. This confirms'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"temperature for DL is still lower by 9 . 30%. This confirms'","the relation of the DL temperature decrease with the higher'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"the relation of the DL temperature decrease with the higher'","thermal conductances of DL between phases, regardless of'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"thermal conductances of DL between phases, regardless of'","the losses. It can also be noted from Fig. 7 that the hot-spot'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"the losses. It can also be noted from Fig. 7 that the hot-spot'","temperature of both designs is located at phase d, which has'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"temperature of both designs is located at phase d, which has'","the highest phase-current rms value see Fig. 4.'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"the highest phase-current rms value see Fig. 4.'","C. ITF Case'","-3.19","0","9.96","9.96","0","1","0","1","0","0","0","0","0","1",""
"C. ITF Case'","Fig. 9 displays the temperature fields of both machines'","-3.19","0","9.96","9.96","0","0","0","1","0","0","0","0","0","1",""
"Fig. 9 displays the temperature fields of both machines'","under the ITF condition discussed in Section III-C. The hot'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"under the ITF condition discussed in Section III-C. The hot'","Fig. 8. Temperature distribution under the OPF case with phase a open for'","-4.35","263","9.96","7.97","1","0","0","0","0","0","0","0","0","1",""
"Fig. 8. Temperature distribution under the OPF case with phase a open for'","the same input losses and rated speed. a SL. b DL.'","-4.35","0","7.97","7.97","1","0","1","1","0","0","0","0","0","1",""
"the same input losses and rated speed. a SL. b DL.'","spot temperature is higher than for the healthy and OPF cases.'","-4.35","0","7.97","9.96","1","1","1","1","0","0","0","0","0","1",""
"spot temperature is higher than for the healthy and OPF cases.'","Consequently, reducing this temperature is essential to avoid'","-4.35","0","9.96","9.96","1","1","0","1","0","0","0","0","0","1",""
"Consequently, reducing this temperature is essential to avoid'","problems like PM demagnetization, insulation degradation,'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"problems like PM demagnetization, insulation degradation,'","and thermal runaway 1. In contrast to the maximum temperature of OPF case, the faulty phase in ITF case produces'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"and thermal runaway 1. In contrast to the maximum temperature of OPF case, the faulty phase in ITF case produces'","the highest temperature with respect to other healthy phases'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"the highest temperature with respect to other healthy phases'","due to the excessive SC current in the faulty phase. It can be'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"due to the excessive SC current in the faulty phase. It can be'","observed from Fig. 9 that the hot-spot temperature is higher for'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"observed from Fig. 9 that the hot-spot temperature is higher for'","DL than for SL, mainly due to the higher copper losses of DL'","-4.35","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"DL than for SL, mainly due to the higher copper losses of DL'","compared with SL in this case see Table III. Nevertheless, if'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"compared with SL in this case see Table III. Nevertheless, if'","the losses of SL are manually defined to match the DL losses,'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"the losses of SL are manually defined to match the DL losses,'","DL showcases a 10 . 19% lower hot-spot temperature than SL,'","-4.35","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"DL showcases a 10 . 19% lower hot-spot temperature than SL,'","as depicted in Fig. 10 and Table V. This is thanks to the greater'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"as depicted in Fig. 10 and Table V. This is thanks to the greater'","thermal coupling between healthy and faulty phases for DL.'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"thermal coupling between healthy and faulty phases for DL.'","V. C ONCLUSIONS'","-4.35","0","9.96","9.96","1","1","0","1","0","0","0","0","0","1",""
"V. C ONCLUSIONS'","In this study, the steady-state temperature distribution of'","-4.35","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"In this study, the steady-state temperature distribution of'","FSCW 6PMSMs with both SL and DL windings is investigated using CFD-based thermal model under the prospective'","-4.35","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"FSCW 6PMSMs with both SL and DL windings is investigated using CFD-based thermal model under the prospective'","operating cases healthy, OPF, and ITF. Under each case,'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"operating cases healthy, OPF, and ITF. Under each case,'","both layouts are thermally compared twice: one at the same'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"both layouts are thermally compared twice: one at the same'","rated torque and speed, and the other at the same input'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"rated torque and speed, and the other at the same input'","losses. Thanks to the reduction of the MMF harmonics for'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"losses. Thanks to the reduction of the MMF harmonics for'","DL, it achieves reduced total losses by 9 . 50% and 9 . 24%'","-4.35","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"DL, it achieves reduced total losses by 9 . 50% and 9 . 24%'","under healthy and OPF conditions, respectively, compared'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"under healthy and OPF conditions, respectively, compared'","with SL. However, under the ITF case, it generates 19 . 85%'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"with SL. However, under the ITF case, it generates 19 . 85%'","higher losses than SL, possibly due to the mutual flux linkage'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"higher losses than SL, possibly due to the mutual flux linkage'","of healthy phases boosting the PM flux in shorted turns.'","-4.35","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"of healthy phases boosting the PM flux in shorted turns.'","Thermally, the hot-spot temperature is notably reduced by'","-4.35","0","9.96","9.96","1","1","0","1","0","0","0","0","0","1",""
"Thermally, the hot-spot temperature is notably reduced by'","9 . 02% and 11 . 04% at the same rated torque and speed'","-4.35","0","9.96","9.96","0","0","0","1","0","0","0","0","0","1",""
"9 . 02% and 11 . 04% at the same rated torque and speed'","under healthy and OPF cases, respectively, compared with'","-4.35","0","9.96","9.96","0","0","1","1","0","0","0","0","0","1",""
"under healthy and OPF cases, respectively, compared with'","SL. Under the ITF case, a much higher hot-spot temperature'","-4.35","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
