text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
"Bring to a simmer, then cover and transfer to the oven.","Bring to a simmer, then cover and transfer to the oven.","Cook for 2 hours, adding mushrooms, carrots, and pearl onions in the last 30 minutes.","Cook for 2 hours, adding mushrooms, carrots, and pearl onions in the last 30 minutes.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Cook for 2 hours, adding mushrooms, carrots, and pearl onions in the last 30 minutes.","Cook for 2 hours, adding mushrooms, carrots, and pearl onions in the last 30 minutes.",Season with salt and pepper to taste.,Season with salt and pepper to taste.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Season with salt and pepper to taste.,Season with salt and pepper to taste.,Serve warm.,Serve warm.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Serve warm.,Serve warm.,Chicken Cacciatore,Chicken Cacciatore,17.67,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Chicken Cacciatore,Chicken Cacciatore,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,"4 boneless, skinless chicken thighs","4 boneless, skinless chicken thighs",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"4 boneless, skinless chicken thighs","4 boneless, skinless chicken thighs","1 small onion, diced","1 small onion, diced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 small onion, diced","1 small onion, diced","2 cloves garlic, minced","2 cloves garlic, minced",1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 cloves garlic, minced","2 cloves garlic, minced","1 bell pepper, sliced","1 bell pepper, sliced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 bell pepper, sliced","1 bell pepper, sliced",1 can 14.5 ounces diced tomatoes,1 can (14.5 ounces) diced tomatoes,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 can 14.5 ounces diced tomatoes,1 can (14.5 ounces) diced tomatoes,1/2 cup chicken broth,1/2 cup chicken broth,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 cup chicken broth,1/2 cup chicken broth,1/4 cup red wine,1/4 cup red wine,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup red wine,1/4 cup red wine,1 teaspoon dried oregano,1 teaspoon dried oregano,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon dried oregano,1 teaspoon dried oregano,1 teaspoon dried basil,1 teaspoon dried basil,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon dried basil,1 teaspoon dried basil,"1/4 cup olives, sliced","1/4 cup olives, sliced",1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1/4 cup olives, sliced","1/4 cup olives, sliced",2 tablespoons olive oil,2 tablespoons olive oil,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons olive oil,2 tablespoons olive oil,Salt and pepper to taste,Salt and pepper to taste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Salt and pepper to taste,Salt and pepper to taste,Instructions:,Instructions:,1,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,"In a large skillet, heat olive oil over medium heat.","In a large skillet, heat olive oil over medium heat.",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"In a large skillet, heat olive oil over medium heat.","In a large skillet, heat olive oil over medium heat.","Add chicken thighs and cook until browned on both sides, then set aside.","Add chicken thighs and cook until browned on both sides, then set aside.",1.01,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Add chicken thighs and cook until browned on both sides, then set aside.","Add chicken thighs and cook until browned on both sides, then set aside.","In the same skillet, sauté diced onion, minced garlic, and sliced bell pepper until","In the same skillet, sauté diced onion, minced garlic, and sliced bell pepper until",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In the same skillet, sauté diced onion, minced garlic, and sliced bell pepper until","In the same skillet, sauté diced onion, minced garlic, and sliced bell pepper until",softened.,softened.,1.02,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
softened.,softened.,"Stir in diced tomatoes, chicken broth, red wine, oregano, basil, and olives.","Stir in diced tomatoes, chicken broth, red wine, oregano, basil, and olives.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Stir in diced tomatoes, chicken broth, red wine, oregano, basil, and olives.","Stir in diced tomatoes, chicken broth, red wine, oregano, basil, and olives.",Return chicken to the skillet and simmer for 30 minutes until chicken is cooked through.,Return chicken to the skillet and simmer for 30 minutes until chicken is cooked through.,1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Return chicken to the skillet and simmer for 30 minutes until chicken is cooked through.,Return chicken to the skillet and simmer for 30 minutes until chicken is cooked through.,Season with salt and pepper to taste.,Season with salt and pepper to taste.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Season with salt and pepper to taste.,Season with salt and pepper to taste.,Serve warm.,Serve warm.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Serve warm.,Serve warm.,Chicken Marsala,Chicken Marsala,17.66,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Chicken Marsala,Chicken Marsala,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,"4 boneless, skinless chicken breasts","4 boneless, skinless chicken breasts",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"4 boneless, skinless chicken breasts","4 boneless, skinless chicken breasts","1 cup mushrooms, sliced","1 cup mushrooms, sliced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 cup mushrooms, sliced","1 cup mushrooms, sliced",1/2 cup Marsala wine,1/2 cup Marsala wine,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 cup Marsala wine,1/2 cup Marsala wine,1/2 cup chicken broth,1/2 cup chicken broth,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 cup chicken broth,1/2 cup chicken broth,1/4 cup flour,1/4 cup flour,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup flour,1/4 cup flour,2 tablespoons butter,2 tablespoons butter,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons butter,2 tablespoons butter,2 tablespoons olive oil,2 tablespoons olive oil,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons olive oil,2 tablespoons olive oil,Salt and pepper to taste,Salt and pepper to taste,1.01,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Salt and pepper to taste,Salt and pepper to taste,Chopped parsley for garnish,Chopped parsley for garnish,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Instructions:,Instructions:,"Season chicken breasts with salt and pepper, then dredge in flour.","Season chicken breasts with salt and pepper, then dredge in flour.",1,36.02,0,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"Season chicken breasts with salt and pepper, then dredge in flour.","Season chicken breasts with salt and pepper, then dredge in flour.","In a large skillet, heat olive oil and butter over medium heat.","In a large skillet, heat olive oil and butter over medium heat.",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a large skillet, heat olive oil and butter over medium heat.","In a large skillet, heat olive oil and butter over medium heat.","Cook chicken until golden and cooked through, then set aside.","Cook chicken until golden and cooked through, then set aside.",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Cook chicken until golden and cooked through, then set aside.","Cook chicken until golden and cooked through, then set aside.","In the same skillet, sauté mushrooms until tender.","In the same skillet, sauté mushrooms until tender.",1.03,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In the same skillet, sauté mushrooms until tender.","In the same skillet, sauté mushrooms until tender.","Add Marsala wine and chicken broth, simmer until reduced by half.","Add Marsala wine and chicken broth, simmer until reduced by half.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Add Marsala wine and chicken broth, simmer until reduced by half.","Add Marsala wine and chicken broth, simmer until reduced by half.",Return chicken to the skillet and coat with the sauce.,Return chicken to the skillet and coat with the sauce.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Return chicken to the skillet and coat with the sauce.,Return chicken to the skillet and coat with the sauce.,Garnish with chopped parsley and serve.,Garnish with chopped parsley and serve.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Garnish with chopped parsley and serve.,Garnish with chopped parsley and serve.,Chicken Tikka Masala,Chicken Tikka Masala,12.09,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Chicken Tikka Masala,Chicken Tikka Masala,Ingredients:,Ingredients:,1.02,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,"1 pound chicken breast, cubed","1 pound chicken breast, cubed",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"1 pound chicken breast, cubed","1 pound chicken breast, cubed",1 cup yogurt,1 cup yogurt,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 cup yogurt,1 cup yogurt,2 tablespoons lemon juice,2 tablespoons lemon juice,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons lemon juice,2 tablespoons lemon juice,"2 cloves garlic, minced","2 cloves garlic, minced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 cloves garlic, minced","2 cloves garlic, minced",1 teaspoon grated ginger,1 teaspoon grated ginger,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon grated ginger,1 teaspoon grated ginger,1 teaspoon cumin,1 teaspoon cumin,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon cumin,1 teaspoon cumin,1 teaspoon coriander,1 teaspoon coriander,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon coriander,1 teaspoon coriander,1 teaspoon turmeric,1 teaspoon turmeric,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon turmeric,1 teaspoon turmeric,1 teaspoon paprika,1 teaspoon paprika,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon paprika,1 teaspoon paprika,1 teaspoon garam masala,1 teaspoon garam masala,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon garam masala,1 teaspoon garam masala,1/2 cup heavy cream,1/2 cup heavy cream,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 cup heavy cream,1/2 cup heavy cream,1 can 14.5 ounces diced tomatoes,1 can (14.5 ounces) diced tomatoes,1.01,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 can 14.5 ounces diced tomatoes,1 can (14.5 ounces) diced tomatoes,"1 small onion, diced","1 small onion, diced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 small onion, diced","1 small onion, diced",2 tablespoons vegetable oil,2 tablespoons vegetable oil,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons vegetable oil,2 tablespoons vegetable oil,Salt and pepper to taste,Salt and pepper to taste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Salt and pepper to taste,Salt and pepper to taste,Chopped cilantro for garnish,Chopped cilantro for garnish,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Chopped cilantro for garnish,Chopped cilantro for garnish,Instructions:,Instructions:,1,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,"In a bowl, mix yogurt, lemon juice, minced garlic, grated ginger, cumin, coriander,","In a bowl, mix yogurt, lemon juice, minced garlic, grated ginger, cumin, coriander,",1,36.02,0,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"In a bowl, mix yogurt, lemon juice, minced garlic, grated ginger, cumin, coriander,","In a bowl, mix yogurt, lemon juice, minced garlic, grated ginger, cumin, coriander,","turmeric, paprika, and garam masala.","turmeric, paprika, and garam masala.",1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"turmeric, paprika, and garam masala.","turmeric, paprika, and garam masala.",Marinate chicken cubes in the mixture for at least 1 hour.,Marinate chicken cubes in the mixture for at least 1 hour.,1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Marinate chicken cubes in the mixture for at least 1 hour.,Marinate chicken cubes in the mixture for at least 1 hour.,"In a large skillet, heat vegetable oil over medium heat.","In a large skillet, heat vegetable oil over medium heat.",1.02,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a large skillet, heat vegetable oil over medium heat.","In a large skillet, heat vegetable oil over medium heat.",Cook diced onion until translucent.,Cook diced onion until translucent.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Cook diced onion until translucent.,Cook diced onion until translucent.,Add marinated chicken and cook until browned.,Add marinated chicken and cook until browned.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Add marinated chicken and cook until browned.,Add marinated chicken and cook until browned.,Stir in diced tomatoes and simmer for 20 minutes.,Stir in diced tomatoes and simmer for 20 minutes.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Stir in diced tomatoes and simmer for 20 minutes.,Stir in diced tomatoes and simmer for 20 minutes.,Add heavy cream and simmer for an additional 10 minutes.,Add heavy cream and simmer for an additional 10 minutes.,1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Add heavy cream and simmer for an additional 10 minutes.,Add heavy cream and simmer for an additional 10 minutes.,Season with salt and pepper to taste.,Season with salt and pepper to taste.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Season with salt and pepper to taste.,Season with salt and pepper to taste.,Garnish with chopped cilantro and serve.,Garnish with chopped cilantro and serve.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Garnish with chopped cilantro and serve.,Garnish with chopped cilantro and serve.,Eggplant Parmesan,Eggplant Parmesan,17.67,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Eggplant Parmesan,Eggplant Parmesan,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"2 large eggplants, sliced","2 large eggplants, sliced",1 cup breadcrumbs,1 cup breadcrumbs,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 cup breadcrumbs,1 cup breadcrumbs,1/2 cup grated Parmesan cheese,1/2 cup grated Parmesan cheese,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 cup grated Parmesan cheese,1/2 cup grated Parmesan cheese,1 cup marinara sauce,1 cup marinara sauce,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 cup marinara sauce,1 cup marinara sauce,"1 cup mozzarella cheese, shredded","1 cup mozzarella cheese, shredded",1.03,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 cup mozzarella cheese, shredded","1 cup mozzarella cheese, shredded","2 eggs, beaten","2 eggs, beaten",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 eggs, beaten","2 eggs, beaten",1/2 cup flour,1/2 cup flour,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 cup flour,1/2 cup flour,1/4 cup olive oil,1/4 cup olive oil,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup olive oil,1/4 cup olive oil,Salt and pepper to taste,Salt and pepper to taste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Salt and pepper to taste,Salt and pepper to taste,Instructions:,Instructions:,1,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,Preheat oven to 375°F 190°C.,Preheat oven to 375°F (190°C).,1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Preheat oven to 375°F 190°C.,Preheat oven to 375°F (190°C).,"Season eggplant slices with salt and let sit for 30 minutes, then pat dry.","Season eggplant slices with salt and let sit for 30 minutes, then pat dry.",1.02,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Season eggplant slices with salt and let sit for 30 minutes, then pat dry.","Season eggplant slices with salt and let sit for 30 minutes, then pat dry.","Dredge eggplant in flour, dip in beaten eggs, and coat with a mixture of breadcrumbs","Dredge eggplant in flour, dip in beaten eggs, and coat with a mixture of breadcrumbs",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Dredge eggplant in flour, dip in beaten eggs, and coat with a mixture of breadcrumbs","Dredge eggplant in flour, dip in beaten eggs, and coat with a mixture of breadcrumbs",and grated Parmesan cheese.,and grated Parmesan cheese.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
and grated Parmesan cheese.,and grated Parmesan cheese.,Heat olive oil in a skillet over medium heat.,Heat olive oil in a skillet over medium heat.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Heat olive oil in a skillet over medium heat.,Heat olive oil in a skillet over medium heat.,Cook eggplant until golden brown on both sides.,Cook eggplant until golden brown on both sides.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Cook eggplant until golden brown on both sides.,Cook eggplant until golden brown on both sides.,"In a baking dish, layer eggplant slices, marinara sauce, and shredded mozzarella cheese.","In a baking dish, layer eggplant slices, marinara sauce, and shredded mozzarella cheese.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a baking dish, layer eggplant slices, marinara sauce, and shredded mozzarella cheese.","In a baking dish, layer eggplant slices, marinara sauce, and shredded mozzarella cheese.",Repeat layers and top with remaining cheese.,Repeat layers and top with remaining cheese.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Repeat layers and top with remaining cheese.,Repeat layers and top with remaining cheese.,Bake for 25-30 minutes until cheese is melted and bubbly.,Bake for 25-30 minutes until cheese is melted and bubbly.,1.02,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Bake for 25-30 minutes until cheese is melted and bubbly.,Bake for 25-30 minutes until cheese is melted and bubbly.,Serve warm.,Serve warm.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Serve warm.,Serve warm.,Fish Tacos,Fish Tacos,17.64,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Fish Tacos,Fish Tacos,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,1 pound white fish fillets such as cod or tilapia,1 pound white fish fillets (such as cod or tilapia),1.02,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
1 pound white fish fillets such as cod or tilapia,1 pound white fish fillets (such as cod or tilapia),1/2 cup flour,1/2 cup flour,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 cup flour,1/2 cup flour,1/2 cup cornmeal,1/2 cup cornmeal,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 cup cornmeal,1/2 cup cornmeal,1 teaspoon paprika,1 teaspoon paprika,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon paprika,1 teaspoon paprika,1 teaspoon cumin,1 teaspoon cumin,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon cumin,1 teaspoon cumin,1 teaspoon salt,1 teaspoon salt,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon salt,1 teaspoon salt,1/2 teaspoon pepper,1/2 teaspoon pepper,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 teaspoon pepper,1/2 teaspoon pepper,1/2 cup buttermilk,1/2 cup buttermilk,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 cup buttermilk,1/2 cup buttermilk,1/4 cup vegetable oil,1/4 cup vegetable oil,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup vegetable oil,1/4 cup vegetable oil,Taco shells or tortillas,Taco shells or tortillas,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Taco shells or tortillas,Taco shells or tortillas,"Shredded cabbage, diced tomatoes, sliced avocado, and lime wedges for toppings","Shredded cabbage, diced tomatoes, sliced avocado, and lime wedges for toppings",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"Shredded cabbage, diced tomatoes, sliced avocado, and lime wedges for toppings","Shredded cabbage, diced tomatoes, sliced avocado, and lime wedges for toppings",Instructions:,Instructions:,1,-36.02,0,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,"In a bowl, mix flour, cornmeal, paprika, cumin, salt, and pepper.","In a bowl, mix flour, cornmeal, paprika, cumin, salt, and pepper.",1,36.02,0,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"In a bowl, mix flour, cornmeal, paprika, cumin, salt, and pepper.","In a bowl, mix flour, cornmeal, paprika, cumin, salt, and pepper.","Dip fish fillets in buttermilk, then coat with the flour mixture.","Dip fish fillets in buttermilk, then coat with the flour mixture.",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Dip fish fillets in buttermilk, then coat with the flour mixture.","Dip fish fillets in buttermilk, then coat with the flour mixture.",Heat vegetable oil in a skillet over medium heat.,Heat vegetable oil in a skillet over medium heat.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Heat vegetable oil in a skillet over medium heat.,Heat vegetable oil in a skillet over medium heat.,Cook fish until golden and cooked through.,Cook fish until golden and cooked through.,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Cook fish until golden and cooked through.,Cook fish until golden and cooked through.,Serve fish in taco shells or tortillas with desired toppings.,Serve fish in taco shells or tortillas with desired toppings.,1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
