text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
Open Layers Pane When Viewed In Acrobat,Open Layers Pane When Viewed In Acrobat,Shows the layers structure when a PDF is opened in Acrobat.,Shows the layers structure when a PDF is opened in Acrobat.,1,0,1,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Shows the layers structure when a PDF is opened in Acrobat.,Shows the layers structure when a PDF is opened in Acrobat.,Embed Scale Information,Embed Scale Information,1,0,1,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Embed Scale Information,Embed Scale Information,"Preserves drawing-scale information, which is usable with the Acrobat measurement tools.","Preserves drawing-scale information, which is usable with the Acrobat measurement tools.",0.8,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Preserves drawing-scale information, which is usable with the Acrobat measurement tools.","Preserves drawing-scale information, which is usable with the Acrobat measurement tools.",Do Not Convert Model Space To 3D,Do Not Convert Model Space To 3D,1,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Do Not Convert Model Space To 3D,Do Not Convert Model Space To 3D,"When selected, the model space layout is not converted to a 3D annotation in the PDF.","When selected, the model space layout is not converted to a 3D annotation in the PDF.",0.8,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"When selected, the model space layout is not converted to a 3D annotation in the PDF.","When selected, the model space layout is not converted to a 3D annotation in the PDF.",Choose Layout Option,Choose Layout Option,1,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Choose Layout Option,Choose Layout Option,"Specifies whether Current Layout, All Layouts, or Selected Layouts are included in the PDF.","Specifies whether Current Layout, All Layouts, or Selected Layouts are included in the PDF.",1,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Exclude Model Space,Exclude Model Space,Available only when Convert All Layouts Without Prompting is selected from Choose Layout,(Available only when Convert All Layouts Without Prompting is selected from Choose Layout,-15.4,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Available only when Convert All Layouts Without Prompting is selected from Choose Layout,(Available only when Convert All Layouts Without Prompting is selected from Choose Layout,"Option . When selected, all layouts except the model space are included in the PDF.","Option.) When selected, all layouts except the model space are included in the PDF.",-15.4,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
"Option . When selected, all layouts except the model space are included in the PDF.","Option.) When selected, all layouts except the model space are included in the PDF.",Choose Layer Option,Choose Layer Option,-15.4,0,1,1,1,12,12,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Choose Layer Option,Choose Layer Option,"Specifies whether All Layers, Selected Layers, or No Layers are included as layers in the PDF.","Specifies whether All Layers, Selected Layers, or No Layers are included as layers in the PDF.",1,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Specifies whether All Layers, Selected Layers, or No Layers are included as layers in the PDF.","Specifies whether All Layers, Selected Layers, or No Layers are included as layers in the PDF.",Visio-specific options on the Settings tab Acrobat Pro,Visio-specific options on the Settings tab (Acrobat Pro),5.2,0,1,1,1,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
Visio-specific options on the Settings tab Acrobat Pro,Visio-specific options on the Settings tab (Acrobat Pro),The following options appear when you open the PDFMaker settings from within Microsoft,The following options appear when you open the PDFMaker settings from within Microsoft,-28.2,0,1,1,1,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
The following options appear when you open the PDFMaker settings from within Microsoft,The following options appear when you open the PDFMaker settings from within Microsoft,Visio.,Visio.,-28.2,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Visio.,Visio.,Include Visio Custom Properties As Object Data In The Adobe PDF,Include Visio Custom Properties As Object Data In The Adobe PDF,-28.2,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Include Visio Custom Properties As Object Data In The Adobe PDF,Include Visio Custom Properties As Object Data In The Adobe PDF,Indicates whether custom properties of the Visio image are included as object data in the new,Indicates whether custom properties of the Visio image are included as object data in the new,-28.2,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Indicates whether custom properties of the Visio image are included as object data in the new,Indicates whether custom properties of the Visio image are included as object data in the new,PDF.,PDF.,-28.2,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
PDF.,PDF.,Exclude Visio Objects With No Custom Properties,Exclude Visio Objects With No Custom Properties,-28.2,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Exclude Visio Objects With No Custom Properties,Exclude Visio Objects With No Custom Properties,Indicates whether the new PDF excludes Visio objects without custom properties.,Indicates whether the new PDF excludes Visio objects without custom properties.,1,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Indicates whether the new PDF excludes Visio objects without custom properties.,Indicates whether the new PDF excludes Visio objects without custom properties.,Convert Comments To Adobe PDF Comments,Convert Comments To Adobe PDF Comments,1,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert Comments To Adobe PDF Comments,Convert Comments To Adobe PDF Comments,Indicates whether the comments in the Visio file are converted to PDF comments in the new,Indicates whether the comments in the Visio file are converted to PDF comments in the new,-33,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Indicates whether the comments in the Visio file are converted to PDF comments in the new,Indicates whether the comments in the Visio file are converted to PDF comments in the new,PDF.,PDF.,-33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
PDF.,PDF.,Always Flatten Layers In Adobe PDF,Always Flatten Layers In Adobe PDF,-33,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Always Flatten Layers In Adobe PDF,Always Flatten Layers In Adobe PDF,"Specifies if the layers are flattened. If you flatten layers, the PDF looks like the original drawing,","Specifies if the layers are flattened. If you flatten layers, the PDF looks like the original drawing,",-33,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Specifies if the layers are flattened. If you flatten layers, the PDF looks like the original drawing,","Specifies if the layers are flattened. If you flatten layers, the PDF looks like the original drawing,","but doesn’t contain any layer information. All shapes in the Visio drawing are converted,","but doesn’t contain any layer information. All shapes in the Visio drawing are converted,",-33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"but doesn’t contain any layer information. All shapes in the Visio drawing are converted,","but doesn’t contain any layer information. All shapes in the Visio drawing are converted,","regardless of their protection or behavior, and shape custom properties can be converted to","regardless of their protection or behavior, and shape custom properties can be converted to",-33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"regardless of their protection or behavior, and shape custom properties can be converted to","regardless of their protection or behavior, and shape custom properties can be converted to",PDF object data.,PDF object data.,-33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
PDF object data.,PDF object data.,Open Layers Pane When Viewed In Acrobat,Open Layers Pane When Viewed In Acrobat,-33,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Open Layers Pane When Viewed In Acrobat,Open Layers Pane When Viewed In Acrobat,Shows the layers structure when a PDF is opened in Acrobat.,Shows the layers structure when a PDF is opened in Acrobat.,0.8,0,1,1,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Shows the layers structure when a PDF is opened in Acrobat.,Shows the layers structure when a PDF is opened in Acrobat.,Word tab settings Microsoft Word,Word tab settings (Microsoft Word),4.8,0,1,0,1,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
Word tab settings Microsoft Word,Word tab settings (Microsoft Word),Convert Displayed Comments To Notes In Adobe PDF,Convert Displayed Comments To Notes In Adobe PDF,-20.8,0,1,1,1,16.02,12,-4.02,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
Convert Displayed Comments To Notes In Adobe PDF,Convert Displayed Comments To Notes In Adobe PDF,Changes any Word comment entries to PDF comments. If the currently open Word document,Changes any Word comment entries to PDF comments. If the currently open Word document,-20.8,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Changes any Word comment entries to PDF comments. If the currently open Word document,Changes any Word comment entries to PDF comments. If the currently open Word document,"contains comments, more options appear in the Comments list on this tab:","contains comments, more options appear in the Comments list on this tab:",-20.8,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"contains comments, more options appear in the Comments list on this tab:","contains comments, more options appear in the Comments list on this tab:",Reviewer,Reviewer,-20.8,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Reviewer,Reviewer,Lists the names of reviewers who have entered comments in the current Word document.,Lists the names of reviewers who have entered comments in the current Word document.,1,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Include,Include,"When deselected, does not include the comments in the PDF.","When deselected, does not include the comments in the PDF.",1,0,1,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"When deselected, does not include the comments in the PDF.","When deselected, does not include the comments in the PDF.",Notes Open,Notes Open,1,0,1,0,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Notes Open,Notes Open,Specifies whether the PDF comment windows automatically open or are closed for that,Specifies whether the PDF comment windows automatically open or are closed for that,-27,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Specifies whether the PDF comment windows automatically open or are closed for that,Specifies whether the PDF comment windows automatically open or are closed for that,reviewer’s comments.,reviewer’s comments.,-27,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
reviewer’s comments.,reviewer’s comments.,Color,Color,-27,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Color,Color,Shows the color for that reviewer’s comment icons. Clicking the color icon repeatedly cycles,Shows the color for that reviewer’s comment icons. Clicking the color icon repeatedly cycles,-27,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Shows the color for that reviewer’s comment icons. Clicking the color icon repeatedly cycles,Shows the color for that reviewer’s comment icons. Clicking the color icon repeatedly cycles,through a limited set of available colors.,through a limited set of available colors.,-27,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
through a limited set of available colors.,through a limited set of available colors.,# Of Comments,# Of Comments,-27,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
# Of Comments,# Of Comments,Shows the number of comments that the reviewer made.,Shows the number of comments that the reviewer made.,1,0,1,1,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Shows the number of comments that the reviewer made.,Shows the number of comments that the reviewer made.,Convert Footnote And Endnote Links,Convert Footnote And Endnote Links,1,0,1,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert Footnote And Endnote Links,Convert Footnote And Endnote Links,Integrates these into the PDF.,Integrates these into the PDF.,0.8,0,1,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Integrates these into the PDF.,Integrates these into the PDF.,Convert signature fields specified by pdfmarks,Convert signature fields specified by pdfmarks,1,0,1,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert signature fields specified by pdfmarks,Convert signature fields specified by pdfmarks,Converts signature fields indicated by pdfmarks.,Converts signature fields indicated by pdfmarks.,1,0,1,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Converts signature fields indicated by pdfmarks.,Converts signature fields indicated by pdfmarks.,Enable Advanced Tagging,Enable Advanced Tagging,1,0,1,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Enable Advanced Tagging,Enable Advanced Tagging,Integrates this into the PDF.,Integrates this into the PDF.,1,0,1,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Integrates this into the PDF.,Integrates this into the PDF.,Bookmarks tab settings Microsoft Word,Bookmarks tab settings (Microsoft Word),5.2,0,1,0,1,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
Bookmarks tab settings Microsoft Word,Bookmarks tab settings (Microsoft Word),The options you specify on this tab determine which items are converted into PDF bookmarks,The options you specify on this tab determine which items are converted into PDF bookmarks,-26.8,0,1,1,1,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
The options you specify on this tab determine which items are converted into PDF bookmarks,The options you specify on this tab determine which items are converted into PDF bookmarks,in the PDF.,in the PDF.,-26.8,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
in the PDF.,in the PDF.,"Note: To include bookmarks in the conversion process, you must select the Add Bookmarks To","Note: To include bookmarks in the conversion process, you must select the Add Bookmarks To",-26.8,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"Note: To include bookmarks in the conversion process, you must select the Add Bookmarks To","Note: To include bookmarks in the conversion process, you must select the Add Bookmarks To","Adobe PDF option on the Settings tab. If you deselect that option, you override any options you","Adobe PDF option on the Settings tab. If you deselect that option, you override any options you",-26.8,0,1,1,1,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"Adobe PDF option on the Settings tab. If you deselect that option, you override any options you","Adobe PDF option on the Settings tab. If you deselect that option, you override any options you","select on this tab, and no bookmarks are created.","select on this tab, and no bookmarks are created.",-26.8,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
"select on this tab, and no bookmarks are created.","select on this tab, and no bookmarks are created.",Convert Word Headings To Bookmarks,Convert Word Headings To Bookmarks,-26.8,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert Word Headings To Bookmarks,Convert Word Headings To Bookmarks,Selects all the headings in the Elements list for conversion to PDF bookmarks.,Selects all the headings in the Elements list for conversion to PDF bookmarks.,0.8,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Selects all the headings in the Elements list for conversion to PDF bookmarks.,Selects all the headings in the Elements list for conversion to PDF bookmarks.,Convert Word Styles To Bookmarks,Convert Word Styles To Bookmarks,0.8,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert Word Styles To Bookmarks,Convert Word Styles To Bookmarks,Selects all the text styles in the Elements list for conversion to PDF bookmarks deselected by,Selects all the text styles in the Elements list for conversion to PDF bookmarks (deselected by,-15.4,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Selects all the text styles in the Elements list for conversion to PDF bookmarks deselected by,Selects all the text styles in the Elements list for conversion to PDF bookmarks (deselected by,default.,default).,-15.4,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
default.,default).,Convert Word Bookmarks,Convert Word Bookmarks,-15.4,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert Word Bookmarks,Convert Word Bookmarks,Converts any user-created Word bookmarks to PDF bookmarks.,Converts any user-created Word bookmarks to PDF bookmarks.,1,0,1,1,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Converts any user-created Word bookmarks to PDF bookmarks.,Converts any user-created Word bookmarks to PDF bookmarks.,Element list,Element list,1,0,1,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Specifies which Word headings and styles are converted to PDF bookmarks.,Specifies which Word headings and styles are converted to PDF bookmarks.,Element,Element,1,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Element,Element,Lists the names of all available Word headings and styles. The icons,Lists the names of all available Word headings and styles. The icons,-15.8,0,1,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Lists the names of all available Word headings and styles. The icons,Lists the names of all available Word headings and styles. The icons,for Headings and Styles indicate the element types.,and Styles  indicate the element types.,-15.8,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
for Headings and Styles indicate the element types.,and Styles  indicate the element types.,Type,Type,-15.8,0,1,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Type,Type,Also indicates whether the element is a heading or style in the Word document.,Also indicates whether the element is a heading or style in the Word document.,0.8,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Also indicates whether the element is a heading or style in the Word document.,Also indicates whether the element is a heading or style in the Word document.,Bookmark,Bookmark,1,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Bookmark,Bookmark,"Displays X’s, indicating whether individual elements are converted to PDF bookmarks. Clicking","Displays X’s, indicating whether individual elements are converted to PDF bookmarks. Clicking",-40.4,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Displays X’s, indicating whether individual elements are converted to PDF bookmarks. Clicking","Displays X’s, indicating whether individual elements are converted to PDF bookmarks. Clicking",an individual Bookmark option changes the selection status for that element.,an individual Bookmark option changes the selection status for that element.,-40.4,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
an individual Bookmark option changes the selection status for that element.,an individual Bookmark option changes the selection status for that element.,Level,Level,-40.4,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Level,Level,Specifies where the element fits in the hierarchy structure of the PDF Bookmarks panel.,Specifies where the element fits in the hierarchy structure of the PDF Bookmarks panel.,-40.4,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Specifies where the element fits in the hierarchy structure of the PDF Bookmarks panel.,Specifies where the element fits in the hierarchy structure of the PDF Bookmarks panel.,Clicking an individual Level number opens a menu that you can use to change the value.,Clicking an individual Level number opens a menu that you can use to change the value.,-40.4,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Clicking an individual Level number opens a menu that you can use to change the value.,Clicking an individual Level number opens a menu that you can use to change the value.,Note:,Note:,-40.4,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Note:,Note:,When some but not all of the available Word headings and styles are selected for conversion to,When some but not all of the available Word headings and styles are selected for conversion to,-40.4,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
When some but not all of the available Word headings and styles are selected for conversion to,When some but not all of the available Word headings and styles are selected for conversion to,"PDF bookmarks, the marker in the corresponding check boxes at the top of the tab change. If all","PDF bookmarks, the marker in the corresponding check boxes at the top of the tab change. If all",-40.4,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"PDF bookmarks, the marker in the corresponding check boxes at the top of the tab change. If all","PDF bookmarks, the marker in the corresponding check boxes at the top of the tab change. If all","elements of the type are selected, a check mark appears. If only some of the elements of that","elements of the type are selected, a check mark appears. If only some of the elements of that",-40.4,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"elements of the type are selected, a check mark appears. If only some of the elements of that","elements of the type are selected, a check mark appears. If only some of the elements of that","type are selected, a colored square appears. Otherwise, the check box is empty.","type are selected, a colored square appears. Otherwise, the check box is empty.",-40.4,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
Create PDFs by printing to file,Create PDFs by printing to file,"In many authoring applications, you can use the Print command with the Adobe PDF printer to","In many authoring applications, you can use the Print command with the Adobe PDF printer to",-87,0,1,1,1,24,12,-12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"In many authoring applications, you can use the Print command with the Adobe PDF printer to","In many authoring applications, you can use the Print command with the Adobe PDF printer to",convert your file to PDF. Your source document is converted to PostScript and fed directly to,convert your file to PDF. Your source document is converted to PostScript and fed directly to,-87,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
convert your file to PDF. Your source document is converted to PostScript and fed directly to,convert your file to PDF. Your source document is converted to PostScript and fed directly to,"Distiller for conversion to PDF, without manually starting Distiller. The current Distiller","Distiller for conversion to PDF, without manually starting Distiller. The current Distiller",-87,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"Distiller for conversion to PDF, without manually starting Distiller. The current Distiller","Distiller for conversion to PDF, without manually starting Distiller. The current Distiller",preference settings and Adobe PDF settings are used to convert the file. If you’re working with,preference settings and Adobe PDF settings are used to convert the file. If you’re working with,-87,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
preference settings and Adobe PDF settings are used to convert the file. If you’re working with,preference settings and Adobe PDF settings are used to convert the file. If you’re working with,"nonstandard page sizes, create a custom page size.","nonstandard page sizes, create a custom page size.",-87,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"nonstandard page sizes, create a custom page size.","nonstandard page sizes, create a custom page size.",Note:,Note:,-87,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Note:,Note:,"Windows For Microsoft Office documents, the Adobe PDF printer does not include some of","(Windows) For Microsoft Office documents, the Adobe PDF printer does not include some of",-87,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Windows For Microsoft Office documents, the Adobe PDF printer does not include some of","(Windows) For Microsoft Office documents, the Adobe PDF printer does not include some of","the features that are available from PDFMaker. For example, you cannot create bookmarks and","the features that are available from PDFMaker. For example, you cannot create bookmarks and",-87,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"the features that are available from PDFMaker. For example, you cannot create bookmarks and","the features that are available from PDFMaker. For example, you cannot create bookmarks and",hyperlinks using the Adobe PDF printer. If you’re creating a PDF from a Microsoft,hyperlinks using the Adobe PDF printer. If you’re creating a PDF from a Microsoft,-87,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
hyperlinks using the Adobe PDF printer. If you’re creating a PDF from a Microsoft,hyperlinks using the Adobe PDF printer. If you’re creating a PDF from a Microsoft,"Office document and you want to use these features, use PDFMaker.","Office document and you want to use these features, use PDFMaker.",-87,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
"Office document and you want to use these features, use PDFMaker.","Office document and you want to use these features, use PDFMaker.",The Adobe PDF printer creates untagged PDFs. A tagged structure is required for reflowing,The Adobe PDF printer creates untagged PDFs. A tagged structure is required for reflowing,-87,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
The Adobe PDF printer creates untagged PDFs. A tagged structure is required for reflowing,The Adobe PDF printer creates untagged PDFs. A tagged structure is required for reflowing,content to a handheld device and is preferable for producing reliable results with a screen,content to a handheld device and is preferable for producing reliable results with a screen,-87,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
content to a handheld device and is preferable for producing reliable results with a screen,content to a handheld device and is preferable for producing reliable results with a screen,reader.,reader.,-87,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
reader.,reader.,Create a PDF using the Print command Windows,Create a PDF using the Print command (Windows),-87,0,1,1,1,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
Create a PDF using the Print command Windows,Create a PDF using the Print command (Windows),"1. Open the file in its authoring application, and choose File > Print.","1. Open the file in its authoring application, and choose File > Print.",-87,0,1,1,1,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"1. Open the file in its authoring application, and choose File > Print.","1. Open the file in its authoring application, and choose File > Print.",2. Choose Adobe PDF from the printers menu.,2. Choose Adobe PDF from the printers menu.,-87,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
2. Choose Adobe PDF from the printers menu.,2. Choose Adobe PDF from the printers menu.,3. Click the Properties or Preferences button to customize the Adobe PDF printer,3. Click the Properties (or Preferences) button to customize the Adobe PDF printer,1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
3. Click the Properties or Preferences button to customize the Adobe PDF printer,3. Click the Properties (or Preferences) button to customize the Adobe PDF printer,"setting. In some applications, you may need to click Setup in the Print dialog box to","setting. (In some applications, you may need to click Setup in the Print dialog box to",-69.5,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"setting. In some applications, you may need to click Setup in the Print dialog box to","setting. (In some applications, you may need to click Setup in the Print dialog box to","open the list of printers, and then click Properties or Preferences.","open the list of printers, and then click Properties or Preferences.)",-69.5,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
