text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
Sett treatment with imidacloprid 600FS@ 1 ml l + Granular application of,Sett treatment with imidacloprid 600FS@ 1 ml l,carbofuran 3G @ 1 kg ai ha at basal and soil drenching with chlorantraniliprole,1 at basal and soil drenching with chlorantraniliprole,2.35,129.88,0,1,1,11.58,7.53,-4.05,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
carbofuran 3G @ 1 kg ai ha at basal and soil drenching with chlorantraniliprole,1 at basal and soil drenching with chlorantraniliprole,20% SC 75 g a.i. ha,20% SC 75 g a.i. ha,12.8,-129.84,0,1,0,7.53,11.59,4.06,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
20% SC 75 g a.i. ha,20% SC 75 g a.i. ha,at 105 and 130 DAP.,1at 105 and 130 DAP.,-16.03,91.68,0,0,1,11.59,7.53,-4.06,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
at 105 and 130 DAP.,1at 105 and 130 DAP.,Granular application of carbofuran 3G @ 1 kg ai ha at basal + Granular,Granular application of carbofuran 3G @ 1 kg ai ha,12.8,-91.72,0,1,1,7.53,11.58,4.05,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
Granular application of carbofuran 3G @ 1 kg ai ha at basal + Granular,Granular application of carbofuran 3G @ 1 kg ai ha,T 5 application of chlorantraniliprole 0.4G @ 20 kg/ha at 30 DAP + Foliar spray of,application of chlorantraniliprole  0.4G @ 20 kg/ha at 30 DAP + Foliar spray of,2.09,0.31,1,1,0,11.58,11.58,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
T 5 application of chlorantraniliprole 0.4G @ 20 kg/ha at 30 DAP + Foliar spray of,application of chlorantraniliprole  0.4G @ 20 kg/ha at 30 DAP + Foliar spray of,"chlorantraniliprole 20% SC 75 g a.i. ha at 60, 90 and 120 DAP.",chlorantraniliprole 20% SC 75 g a.i. ha,5.28,-0.27,1,0,1,11.58,11.59,0.01,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
"chlorantraniliprole 20% SC 75 g a.i. ha at 60, 90 and 120 DAP.",chlorantraniliprole 20% SC 75 g a.i. ha,T 6 Untreated control No plant protection adopted,Untreated control  (No plant protection adopted),2.34,-0.04,1,1,1,11.59,11.58,-0.01,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
T 6 Untreated control No plant protection adopted,Untreated control  (No plant protection adopted),Table 2. Moth catches of sugarcane borer complex in pheromone traps during the season,Table 2. Moth catches of sugarcane borer complex in pheromone traps during the season,29.32,-92.84,0,1,1,11.58,11.04,-0.54,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,3,3,0
Table 2. Moth catches of sugarcane borer complex in pheromone traps during the season,Table 2. Moth catches of sugarcane borer complex in pheromone traps during the season,2019-2020,2019-2020,1,36,0,1,0,11.04,11.04,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
2019-2020,2019-2020,Moth catches/ trap/ fortnight intervals No,Moth catches/ trap/ fortnight intervals (No),4.73,101.99,0,0,1,11.04,10.99,-0.05,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3,3,0
Moth catches/ trap/ fortnight intervals No,Moth catches/ trap/ fortnight intervals (No),Early shoot borer Internode borer Top shoot borer,Early shoot borer,2.53,13.92,0,1,1,10.99,10.99,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
Early shoot borer Internode borer Top shoot borer,Early shoot borer,Minimum ?0 ?0 ?0 ?0 ?0 ?0,Minimum,19.2,-108.23,0,1,0,10.99,10.99,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
Minimum ?0 ?0 ?0 ?0 ?0 ?0,Minimum,Maximum 48 31 58 35 6 4,Maximum,2.53,0,1,0,0,10.99,10.99,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
Maximum 48 31 58 35 6 4,Maximum,Total in the season 827 558 585 437 38 24,Total in the season,3.27,0,1,0,0,10.99,10.99,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
Total in the season 827 558 585 437 38 24,Total in the season,treatment T 4  and BIPM treatment T 3  where both,treatment (T4) and BIPM treatment (T3) where both,28.72,-43.67,0,0,0,10.99,11.04,0.05,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,3,3,0
treatment T 4  and BIPM treatment T 3  where both,treatment (T4) and BIPM treatment (T3) where both,inundative releases of Trichogramma parasitoids and,inundative releases of Trichogramma parasitoids and,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
inundative releases of Trichogramma parasitoids and,inundative releases of Trichogramma parasitoids and,mass trapping with pheromone traps were practiced,mass trapping with pheromone traps were practiced,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
mass trapping with pheromone traps were practiced,mass trapping with pheromone traps were practiced,"with 0.68, 2.12, 2.15 & 1.82 and 1.70, 2.86, 1.94 &","with 0.68, 2.12, 2.15 & 1.82 and 1.70, 2.86, 1.94 &",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"with 0.68, 2.12, 2.15 & 1.82 and 1.70, 2.86, 1.94 &","with 0.68, 2.12, 2.15 & 1.82 and 1.70, 2.86, 1.94 &","0.81 per cent dead hearts at 30, 60, 90 and 120 DAP,","0.81 per cent dead hearts at 30, 60, 90 and 120 DAP,",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
"0.81 per cent dead hearts at 30, 60, 90 and 120 DAP,","0.81 per cent dead hearts at 30, 60, 90 and 120 DAP,",respectively.,respectively.,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
respectively.,respectively.,The cumulative incidence of early shoot borer,The cumulative incidence of early shoot borer,1,36,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
The cumulative incidence of early shoot borer,The cumulative incidence of early shoot borer,at 120 DAP indicated that the least mean per cent,at 120 DAP indicated that the least mean per cent,1,-36,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
at 120 DAP indicated that the least mean per cent,at 120 DAP indicated that the least mean per cent,dead hearts were registered in plots of farmers practice,dead hearts were registered in plots of farmers practice,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
dead hearts were registered in plots of farmers practice,dead hearts were registered in plots of farmers practice,6.98 followed by BIPM based treatment 7.28 and,(6.98) followed by BIPM based treatment (7.28) and,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
6.98 followed by BIPM based treatment 7.28 and,(6.98) followed by BIPM based treatment (7.28) and,chemical based treatment 7.74 as against highest,chemical based treatment (7.74) as against highest,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
chemical based treatment 7.74 as against highest,chemical based treatment (7.74) as against highest,incidence recorded in untreated control 39.47. The,incidence recorded in untreated control (39.47). The,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
incidence recorded in untreated control 39.47. The,incidence recorded in untreated control (39.47). The,order of efficacy of various treatments in suppressing,order of efficacy of various treatments in suppressing,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
order of efficacy of various treatments in suppressing,order of efficacy of various treatments in suppressing,the incidence of ESB in terms of cumulative per cent,the incidence of ESB in terms of cumulative per cent,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
the incidence of ESB in terms of cumulative per cent,the incidence of ESB in terms of cumulative per cent,dead hearts up to 120 DAP represents T 5 6.98 > T 3,dead hearts up to 120 DAP represents T5 (6.98) > T3,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
dead hearts up to 120 DAP represents T 5 6.98 > T 3,dead hearts up to 120 DAP represents T5 (6.98) > T3,"7.28 >T 4 7.74 >T 2 12.91 >T 1 15.57 with 82.3,","(7.28) >T4 (7.74) >T2 (12.91) >T1 (15.57) with 82.3,",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
"7.28 >T 4 7.74 >T 2 12.91 >T 1 15.57 with 82.3,","(7.28) >T4 (7.74) >T2 (12.91) >T1 (15.57) with 82.3,","81.6, 80.4, 67.3 and 60.6 per cent reduction of dead","81.6, 80.4, 67.3 and 60.6 per cent reduction of dead",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
"81.6, 80.4, 67.3 and 60.6 per cent reduction of dead","81.6, 80.4, 67.3 and 60.6 per cent reduction of dead","hearts over control, respectively Table 3.","hearts over control, respectively (Table 3).",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"hearts over control, respectively Table 3.","hearts over control, respectively (Table 3).",Efficacy of BIPM treatments against internode,Efficacy of BIPM treatments against internode,-241.48,248.16,0,0,0,11.04,11.04,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
Efficacy of BIPM treatments against internode,Efficacy of BIPM treatments against internode,borer infesting sugarcane,borer infesting sugarcane,1,0,1,0,0,11.04,11.04,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
borer infesting sugarcane,borer infesting sugarcane,The efficacy of various BIPM treatments in,The efficacy of various BIPM treatments in,1,36,0,0,0,11.04,11.04,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
The efficacy of various BIPM treatments in,The efficacy of various BIPM treatments in,comparison to farmers practice and chemical based,comparison to farmers practice and chemical based,1,-36,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
comparison to farmers practice and chemical based,comparison to farmers practice and chemical based,treatments in terms of both per cent incidence and per,treatments in terms of both per cent incidence and per,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
treatments in terms of both per cent incidence and per,treatments in terms of both per cent incidence and per,cent intensity of internode borer was presented in the,cent intensity of internode borer was presented in the,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
cent intensity of internode borer was presented in the,cent intensity of internode borer was presented in the,"Table 4. The results inferred that, among all the","Table  4.  The  results  inferred  that,  among  all  the",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
"Table 4. The results inferred that, among all the","Table  4.  The  results  inferred  that,  among  all  the","treatments BIPM based treatment i.e., field releases","treatments BIPM based treatment i.e., field releases",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"treatments BIPM based treatment i.e., field releases","treatments BIPM based treatment i.e., field releases",of T. chilonis + Mass trapping with pheromone traps,of T. chilonis + Mass trapping with pheromone traps,1,0,1,0,1,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
of T. chilonis + Mass trapping with pheromone traps,of T. chilonis + Mass trapping with pheromone traps,T 3  had recorded least per cent incidence 19.15 and,(T3) had recorded least per cent incidence (19.15) and,1,0,1,1,1,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,3,1
T 3  had recorded least per cent incidence 19.15 and,(T3) had recorded least per cent incidence (19.15) and,per cent intensity 1.45 followed by chemical based,per cent intensity (1.45) followed by chemical based,1,0,1,1,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
per cent intensity 1.45 followed by chemical based,per cent intensity (1.45) followed by chemical based,treatment and farmers practice with 24.18 & 25.93,treatment and farmers practice with 24.18 & 25.93,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
treatment and farmers practice with 24.18 & 25.93,treatment and farmers practice with 24.18 & 25.93,"and 2.29 & 2.73 per cent incidence and intensity,","and 2.29 & 2.73 per cent incidence and intensity,",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"and 2.29 & 2.73 per cent incidence and intensity,","and 2.29 & 2.73 per cent incidence and intensity,",respectively. The highest per cent incidence 48.67,respectively. The highest per cent incidence (48.67),1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
respectively. The highest per cent incidence 48.67,respectively. The highest per cent incidence (48.67),and intensity 53.01 of internode borer infesting,and intensity (53.01) of internode borer infesting,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
and intensity 53.01 of internode borer infesting,and intensity (53.01) of internode borer infesting,sugarcane was observed in untreated control with an,sugarcane was observed in untreated control with an,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
sugarcane was observed in untreated control with an,sugarcane was observed in untreated control with an,infestation index of 2.96. The ascending order of,infestation index of 2.96. The ascending order of,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
infestation index of 2.96. The ascending order of,infestation index of 2.96. The ascending order of,infestation index representing the increased INB,infestation index representing the increased INB,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,0
"78 Sudha Rani and Krishnamma et al ., AAJ 67 Spl","Sudha Rani and Krishnamma et al.,",Table 3. Efficacy of BIPM treatments against early shoot borer infesting sugarcane during the,Table 3. Efficacy of BIPM treatments against early shoot borer infesting sugarcane during the,5.42,-144,0,1,1,11.04,11.04,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Table 3. Efficacy of BIPM treatments against early shoot borer infesting sugarcane during the,Table 3. Efficacy of BIPM treatments against early shoot borer infesting sugarcane during the,season 2019-2020,season 2019-2020,0.32,0,1,1,0,11.04,11.04,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
season 2019-2020,season 2019-2020,Mean per cent dead hearts by early shoot borer,Mean per cent dead hearts by early shoot borer,2.91,209.28,0,0,0,11.04,11.16,0.12,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,4,4,0
Mean per cent dead hearts by early shoot borer,Mean per cent dead hearts by early shoot borer,30 60 90 120 Cumulative,Cumulative,0.81,156.48,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
30 60 90 120 Cumulative,Cumulative,DAP DAP DAP DAP up to 120 DAP,up to 120 DAP,0.58,-8.64,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
DAP DAP DAP DAP up to 120 DAP,up to 120 DAP,T 1 : Field release of T. chilonis,T1 : Field release of  T. chilonis,3.6,-350.4,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
T 1 : Field release of T. chilonis,T1 : Field release of  T. chilonis,12.01,-12.01,-0.96,202.56,0,0,1,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
12.01,-12.01,9.17,-9.17,-3.98,102.48,0,1,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
9.17,-9.17,c 23.24,-23.24,-3.98,61.44,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
c 23.24,-23.24,15.07,-15.07,-3.98,-213.6,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
15.07,-15.07,12.97,-12.97,-3.98,99.36,0,0,1,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
12.97,-12.97,67.3,67.3,0.58,185.76,0,1,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
67.3,67.3,T 2 : Mass trapping with,T2 : Mass trapping with,-3.51,-438,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
T 2 : Mass trapping with,T2 : Mass trapping with,pheromone traps,pheromone traps,0.97,0,1,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
pheromone traps,pheromone traps,10.94,-10.94,-3.75,152.88,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
10.94,-10.94,c 11.93,-11.93,-3.98,49.68,0,0,1,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
c 11.93,-11.93,21.06,-21.06,-3.98,163.92,0,1,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
21.06,-21.06,21.06,21.62,53.3,5.52,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
21.06,21.62,c 8.41,-8.41,-61.25,-68.88,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
c 8.41,-8.41,10.01,-10.01,-3.98,-50.88,0,0,1,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
10.01,-10.01,T 3 : T 1 + T 2,T3 : T1 + T2,125.75,-256.8,0,1,0,11.16,10.77,-0.39,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
T 3 : T 1 + T 2,T3 : T1 + T2,9.74,-9.74,-123.21,210.24,0,0,1,10.77,11.16,0.39,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
9.74,-9.74,5.16,-5.16,-3.98,99.36,0,1,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
5.16,-5.16,a 15.65,-15.65,-3.98,61.44,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
a 15.65,-15.65,7.49,-7.49,-3.98,-211.2,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
7.49,-7.49,a 8.01,-8.01,-3.98,98.16,0,0,1,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
a 8.01,-8.01,T 4 : Chemical management,T4 : Chemical management,3.98,-253.44,0,1,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
T 4 : Chemical management,T4 : Chemical management,a 8.37,-8.37,-0.19,205.68,0,0,1,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
a 8.37,-8.37,7.75,-7.75,-3.98,98.64,0,1,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
7.75,-7.75,16.15,-16.15,-3.98,62.16,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
16.15,-16.15,4.73,-4.73,-3.98,-210.48,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
4.73,-4.73,a 8.43,-8.43,-3.98,98.64,0,0,1,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
a 8.43,-8.43,T 5 : Farmers practice b a a a a,T5 : Farmers practice,124.05,-259.2,0,1,0,11.16,10.77,-0.39,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
T 5 : Farmers practice b a a a a,T5 : Farmers practice,8.09,-8.09,-121.44,210.24,0,0,1,10.77,11.16,0.39,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
8.09,-8.09,a 4.83,-4.83,-3.98,99.36,0,1,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
a 4.83,-4.83,a 15.32,-15.32,-3.98,61.44,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
a 15.32,-15.32,6.84,-6.84,-3.98,-211.2,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
6.84,-6.84,a 7.40,-7.4,-3.98,100.08,0,0,1,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
a 7.40,-7.4,T 6 : Untreated control,T6 :Untreated control,3.37,-255.36,0,1,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
T 6 : Untreated control,T6 :Untreated control,e 20.75,-20.75,-0.96,202.56,0,0,1,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
e 20.75,-20.75,e 22.95,-22.95,-3.98,99.36,0,1,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
e 22.95,-22.95,38.92,-38.92,-3.98,64.56,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
38.92,-38.92,17.41,-17.41,-3.98,-213.6,0,0,0,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
17.41,-17.41,c 21.78,-21.78,-3.98,99.36,0,0,1,11.16,11.16,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
c 21.78,-21.78,DAP: Days after planting,DAP: Days after planting,15.38,-253.2,0,1,0,11.16,8.88,-2.28,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,4,4,0
DAP: Days after planting,DAP: Days after planting,Figures in parenthesis are arcsine transformed values,Figures in parenthesis are arcsine transformed values,0.31,0,1,0,0,8.88,8.88,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
Figures in parenthesis are arcsine transformed values,Figures in parenthesis are arcsine transformed values,Mean with same letter are not significantly different at 5% level by Duncan’s Multiple Range Test,Mean with same letter are not significantly different at 5% level by Duncan’s Multiple Range Test,0.31,0,1,0,1,8.88,8.88,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
Mean with same letter are not significantly different at 5% level by Duncan’s Multiple Range Test,Mean with same letter are not significantly different at 5% level by Duncan’s Multiple Range Test,ROC: reduction over control,ROC: reduction over control,0.39,0,1,1,0,8.88,8.88,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
ROC: reduction over control,ROC: reduction over control,Table 4. Efficacy of BIPM treatments against internode borer infesting sugarcane during,Table 4. Efficacy of BIPM treatments against internode borer infesting sugarcane during,5.95,-5.76,0,0,1,8.88,11.04,2.16,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Table 4. Efficacy of BIPM treatments against internode borer infesting sugarcane during,Table 4. Efficacy of BIPM treatments against internode borer infesting sugarcane during,the season 2019-2020,the season 2019-2020,0.32,0,1,1,0,11.04,11.04,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
the season 2019-2020,the season 2019-2020,Internode borer mean incidence and intensity,Internode borer mean incidence and intensity,3.1,241.68,0,0,0,11.04,10.77,-0.27,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,4,4,0
Internode borer mean incidence and intensity,Internode borer mean incidence and intensity,Infestation,Infestation,0.72,188.4,0,0,0,10.77,10.77,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
Infestation,Infestation,Per cent,Per cent,-126.92,5.76,0,0,0,10.77,11.16,0.39,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
Per cent,Per cent,incidence,incidence,123.59,-234.96,0,0,1,11.16,10.77,-0.39,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
incidence,incidence,Per cent,Per cent,-8.32,2.4,1,1,1,10.77,10.77,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
Per cent,Per cent,ROC,ROC,-122.36,240,0,1,0,10.77,11.16,0.39,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
ROC,ROC,Per cent,Per cent,114.55,-179.04,0,0,1,11.16,10.77,-0.39,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
Per cent,Per cent,intensity,intensity,0.64,58.08,0,1,0,10.77,10.77,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,4,1
intensity,intensity,Per cent,Per cent,-8.32,0,1,0,0,10.77,10.77,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,4,1
