text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,label
"cupping therapy. Taking Chinese cupping therapy as an example, many","cupping therapy. Taking Chinese cupping therapy as an example, many",different types of cupping therapy are being practiced nowadays in,different types of cupping therapy are being practiced nowadays in,-165.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
different types of cupping therapy are being practiced nowadays in,different types of cupping therapy are being practiced nowadays in,"official Chinese hospitals 3,6 as summarized in table 2.","official Chinese hospitals [3,6] as summarized in table 2.",-165.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"official Chinese hospitals 3,6 as summarized in table 2.","official Chinese hospitals [3,6] as summarized in table 2.",Concentrating on methods of wet cupping therapy is the aim of,Concentrating on methods of wet cupping therapy is the aim of,-165.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
Concentrating on methods of wet cupping therapy is the aim of,Concentrating on methods of wet cupping therapy is the aim of,"this article. Although this issue is vital, it did not receive enough","this article. Although this issue is vital, it did not receive enough",-165.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"this article. Although this issue is vital, it did not receive enough","this article. Although this issue is vital, it did not receive enough",attention when discussing the results of wet cupping treatment.,attention when discussing the results of wet cupping treatment.,-165.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
attention when discussing the results of wet cupping treatment.,attention when discussing the results of wet cupping treatment.,"Interestingly, when we reviewed the cupping methodologies reported","Interestingly, when we reviewed the cupping methodologies reported",-165.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
"Interestingly, when we reviewed the cupping methodologies reported","Interestingly, when we reviewed the cupping methodologies reported","in the literature, we found minor but important differences among the","in the literature, we found minor but important differences among the",-165.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"in the literature, we found minor but important differences among the","in the literature, we found minor but important differences among the",methodologies used for wet cupping therapy. Two distinct wet cupping,methodologies used for wet cupping therapy. Two distinct wet cupping,-165.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
methodologies used for wet cupping therapy. Two distinct wet cupping,methodologies used for wet cupping therapy. Two distinct wet cupping,methodologies were reported in the literature. Both methods are in,methodologies were reported in the literature. Both methods are in,-165.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
methodologies were reported in the literature. Both methods are in,methodologies were reported in the literature. Both methods are in,"agreement with each other as regard the starting steps, which include","agreement with each other as regard the starting steps, which include",-165.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"agreement with each other as regard the starting steps, which include","agreement with each other as regard the starting steps, which include","demarcation of skin points to which cupping therapy should be applied,","demarcation of skin points to which cupping therapy should be applied,",-165.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"demarcation of skin points to which cupping therapy should be applied,","demarcation of skin points to which cupping therapy should be applied,","followed by sterilization at these sites and as regard the last step, which","followed by sterilization at these sites and as regard the last step, which",-165.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"followed by sterilization at these sites and as regard the last step, which","followed by sterilization at these sites and as regard the last step, which",is sterilization. They differ in the order and number of the steps of,is sterilization. They differ in the order and number of the steps of,-165.75,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
Col1Dry cupping therapyWet cupping therapy,Dry cupping therapy,"DistributionMost commonly practiced type of cupping therapy in China. Used in many parts of the world.Most commonly practiced type of cupping therapy in the Arabic and Islamic world e.g. CPC method prevails in Saudi Arabia, while PC method prevails in China and in many parts of the world.",Distribution,0,-33,0,1,0,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
"DistributionMost commonly practiced type of cupping therapy in China. Used in many parts of the world.Most commonly practiced type of cupping therapy in the Arabic and Islamic world e.g. CPC method prevails in Saudi Arabia, while PC method prevails in China and in many parts of the world.",Distribution,TypesOne type2 types: CPC method and PC method.,Types,0.9,0,1,0,1,7,7,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1
TypesOne type2 types: CPC method and PC method.,Types,Dry cupping therapyCan be done as a single treatmentIncluded as the frst part of wet cupping therapy in the CPC method but not included in the methodology of the PC method of wet cupping therapy.,Dry cupping therapy,-6.8,0,1,1,1,7,7,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1
Dry cupping therapyCan be done as a single treatmentIncluded as the frst part of wet cupping therapy in the CPC method but not included in the methodology of the PC method of wet cupping therapy.,Dry cupping therapy,Skin puncturingNot doneDone,Skin puncturing,-6.8,0,1,1,1,7,7,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1
Skin puncturingNot doneDone,Skin puncturing,"Number of technical stepsOne step only cupping2 steps in PC puncturing and cupping method and 3 steps in CPC cupping, puncturing and cupping method",Number of technical steps,-6.8,0,1,1,1,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
"Number of technical stepsOne step only cupping2 steps in PC puncturing and cupping method and 3 steps in CPC cupping, puncturing and cupping method",Number of technical steps,Excretion of excess fuids and wastesNot done i.e. retention of fuids and wastes. Only dilution and redistribution of noxious soluble substances may occur away from pain receptors and pain-sensitive structures.Done i.e. excretion of fuids and excretion of wastes after being diluted and redistributed in collected fuids inside skin upliftings better in the CPC than in the PC method,Excretion of excess fluids,0,0,1,1,0,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
Excretion of excess fuids and wastesNot done i.e. retention of fuids and wastes. Only dilution and redistribution of noxious soluble substances may occur away from pain receptors and pain-sensitive structures.Done i.e. excretion of fuids and excretion of wastes after being diluted and redistributed in collected fuids inside skin upliftings better in the CPC than in the PC method,Excretion of excess fluids,As a prophetic medicine recommendation. Dry cupping therapy was not done as a single treatment in prophetic era. . Done as frst part of the recommended wet cupping therapy in prophetic medicine CPC method=Al-hijamahCPC method Al-hijamah was recommended and done in prophetic era and continues to be done until now in Saudi Arabia and other Islamic countries.,As a prophetic medicine,-8.3,0,1,0,0,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
As a prophetic medicine recommendation. Dry cupping therapy was not done as a single treatment in prophetic era. . Done as frst part of the recommended wet cupping therapy in prophetic medicine CPC method=Al-hijamahCPC method Al-hijamah was recommended and done in prophetic era and continues to be done until now in Saudi Arabia and other Islamic countries.,As a prophetic medicine,Treating pathological causesPalliative as causative excess fuids with soluble CPS are not excreted.Curative when done properly CPC method better than PC method,Treating pathological,-8.3,0,1,0,0,7,7,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1
Treating pathological causesPalliative as causative excess fuids with soluble CPS are not excreted.Curative when done properly CPC method better than PC method,Treating pathological,"Other namesRetained cupping therapyBleeding cupping therapy, Al-Hijamah.",Other names,0,0,1,0,1,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
"Other namesRetained cupping therapyBleeding cupping therapy, Al-Hijamah.",Other names,Table 1: Differences between Dry Cupping Therapy and Wet Cupping Therapy.,Table 1: Differences between Dry Cupping Therapy and Wet Cupping Therapy.,-16.1,0,1,1,1,7,7,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0
Table 1: Differences between Dry Cupping Therapy and Wet Cupping Therapy.,Table 1: Differences between Dry Cupping Therapy and Wet Cupping Therapy.,Type of cupping therapyDescription,Type of cupping therapy,-16.1,0,1,1,1,7,7,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0
Type of cupping therapyDescription,Type of cupping therapy,1.Retained cupping dry cupping therapyThe most commonly used type of cupping therapy in Chinese clinics in which no blood comes out and hence no excretion of excess vascular fuids containing soluble CPS,1.Retained cupping (dry cupping therapy),-16.1,0,1,1,1,7,7,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
1.Retained cupping dry cupping therapyThe most commonly used type of cupping therapy in Chinese clinics in which no blood comes out and hence no excretion of excess vascular fuids containing soluble CPS,1.Retained cupping (dry cupping therapy),2. Bleeding cupping wet cupping therapyComposed of two steps: performing small skin incisions then suction of blood using the cups. Practitioners need tapping the bleeding points frmly for a short time to induce bleeding,2. Bleeding cupping (wet cupping) therapy,-16.1,0,1,1,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1
2. Bleeding cupping wet cupping therapyComposed of two steps: performing small skin incisions then suction of blood using the cups. Practitioners need tapping the bleeding points frmly for a short time to induce bleeding,2. Bleeding cupping (wet cupping) therapy,3. Moving cuppingPractitioner gently move cups in one direction,3. Moving cupping,-16.1,0,1,1,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1
3. Moving cuppingPractitioner gently move cups in one direction,3. Moving cupping,4. Empty cupping therapyCups are removed immediately after suctioning,4. Empty cupping therapy,-16.1,0,1,1,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1
4. Empty cupping therapyCups are removed immediately after suctioning,4. Empty cupping therapy,5. Needle cuppingA combination of both acupuncture needles and cupping,5. Needle cupping,-16.1,0,1,1,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1
5. Needle cuppingA combination of both acupuncture needles and cupping,5. Needle cupping,6. Medicinal herbal cuppingHerbal medicine is boiled in water inside bamboo cups for 30 minutes followed by the application of cup suctioning on specifc points using emitted steam instead of fre,6. Medicinal (herbal) cupping,-16.1,0,1,1,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1
6. Medicinal herbal cuppingHerbal medicine is boiled in water inside bamboo cups for 30 minutes followed by the application of cup suctioning on specifc points using emitted steam instead of fre,6. Medicinal (herbal) cupping,7. Water cupping therapyWarm water inside bamboo cups is dispersed over skin surface immediately,7. Water cupping therapy,-16.1,0,1,1,1,7,7,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1
7. Water cupping therapyWarm water inside bamboo cups is dispersed over skin surface immediately,7. Water cupping therapy,Table 2: Different Types of Chinese Cupping Therapy.,Table 2: Different Types of Chinese Cupping Therapy.,-16.1,0,1,1,1,7,7,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Table 2: Different Types of Chinese Cupping Therapy.,Table 2: Different Types of Chinese Cupping Therapy.,cupping treatment itself i.e. what comes first: cupping step negative,cupping treatment itself i.e. what comes first: cupping step (negative,1,-1,1,1,0,7,9,2,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
cupping treatment itself i.e. what comes first: cupping step negative,cupping treatment itself i.e. what comes first: cupping step (negative,pressure suctioning or puncturing skin step. The difference in the,pressure suctioning) or puncturing skin step. The difference in the,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
pressure suctioning or puncturing skin step. The difference in the,pressure suctioning) or puncturing skin step. The difference in the,two methods may reflect different historical origins in both methods,two methods may reflect different historical origins in both methods,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
two methods may reflect different historical origins in both methods,two methods may reflect different historical origins in both methods,of cupping therapy based on the known standard protocols in their,of cupping therapy based on the known standard protocols in their,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
of cupping therapy based on the known standard protocols in their,of cupping therapy based on the known standard protocols in their,countries of origin.,countries of origin.,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
countries of origin.,countries of origin.,In a Korean review of literature for databases of cupping therapy,In a Korean review of literature for databases of cupping therapy,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
In a Korean review of literature for databases of cupping therapy,In a Korean review of literature for databases of cupping therapy,"and also in a Korean study, wet cupping therapy was effective in treating","and also in a Korean study, wet cupping therapy was effective in treating",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"and also in a Korean study, wet cupping therapy was effective in treating","and also in a Korean study, wet cupping therapy was effective in treating",many disease conditions of variable etiologies and pathogeneses,many disease conditions of variable etiologies and pathogeneses,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
many disease conditions of variable etiologies and pathogeneses,many disease conditions of variable etiologies and pathogeneses,"37,41. Authors mentioned steps of wet cupping therapy exactly as it is","[37,41]. Authors mentioned steps of wet cupping therapy exactly as it is",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"37,41. Authors mentioned steps of wet cupping therapy exactly as it is","[37,41]. Authors mentioned steps of wet cupping therapy exactly as it is",done in Chinese clinics in which the five steps of wet cupping therapy,done in Chinese clinics in which the five steps of wet cupping therapy,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
done in Chinese clinics in which the five steps of wet cupping therapy,done in Chinese clinics in which the five steps of wet cupping therapy,"are: demarcation marking cupping points by pen, sterilization,","are: demarcation (marking cupping points by pen), sterilization,",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"are: demarcation marking cupping points by pen, sterilization,","are: demarcation (marking cupping points by pen), sterilization,","puncturing lanceting skin in 2 mm-depth, cupping with manual","puncturing (lanceting skin in 2 mm-depth), cupping (with manual",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"puncturing lanceting skin in 2 mm-depth, cupping with manual","puncturing (lanceting skin in 2 mm-depth), cupping (with manual",pump suction for few minutes and sterilization 19. This method,pump suction for few minutes) and sterilization [19]. This method,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
pump suction for few minutes and sterilization 19. This method,pump suction for few minutes) and sterilization [19]. This method,is better to be abbreviated to PC puncturing and cupping method.,is better to be abbreviated to PC (puncturing and cupping) method.,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
is better to be abbreviated to PC puncturing and cupping method.,is better to be abbreviated to PC (puncturing and cupping) method.,In another Chinese report for treating 140 cases of fibrositis 28 and,In another Chinese report for treating 140 cases of fibrositis [28] and,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
In another Chinese report for treating 140 cases of fibrositis 28 and,In another Chinese report for treating 140 cases of fibrositis [28] and,another Chinese study for treating gouty arthritis using wet cupping,another Chinese study for treating gouty arthritis using wet cupping,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
another Chinese study for treating gouty arthritis using wet cupping,another Chinese study for treating gouty arthritis using wet cupping,"therapy, the authors reported the same steps of the PC method 39.","therapy, the authors reported the same steps of the PC method [39].",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"therapy, the authors reported the same steps of the PC method 39.","therapy, the authors reported the same steps of the PC method [39].",In a German study for treating carpal tunnel syndrome with,In a German study for treating carpal tunnel syndrome with,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
In a German study for treating carpal tunnel syndrome with,In a German study for treating carpal tunnel syndrome with,"wet cupping therapy, authors mentioned same steps reported by the","wet cupping therapy, authors mentioned same steps reported by the",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"wet cupping therapy, authors mentioned same steps reported by the","wet cupping therapy, authors mentioned same steps reported by the","previous Chinese studies 4, which give the impression that German","previous Chinese studies [4], which give the impression that German",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"previous Chinese studies 4, which give the impression that German","previous Chinese studies [4], which give the impression that German",physicians got their cupping method from Chinese medicine. Other,physicians got their cupping method from Chinese medicine. Other,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
physicians got their cupping method from Chinese medicine. Other,physicians got their cupping method from Chinese medicine. Other,European peoples use mainly the PC method of wet cupping therapy,European peoples use mainly the PC method of wet cupping therapy,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
European peoples use mainly the PC method of wet cupping therapy,European peoples use mainly the PC method of wet cupping therapy,"2,5.","[2,5].",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"2,5.","[2,5].","In the Arab literature, a different six-step method of wet","In the Arab literature, a different six-step method of wet",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
"In the Arab literature, a different six-step method of wet","In the Arab literature, a different six-step method of wet",cupping therapy is reported in prophetic medicine which includes,cupping therapy is reported in prophetic medicine which includes,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
cupping therapy is reported in prophetic medicine which includes,cupping therapy is reported in prophetic medicine which includes,an extra step cupping step before skin puncturing i.e. steps of,an extra step (cupping step before skin puncturing) i.e. steps of,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
an extra step cupping step before skin puncturing i.e. steps of,an extra step (cupping step before skin puncturing) i.e. steps of,the Arabic methodology for wet cupping therapy Al-hijamah are,the Arabic methodology for wet cupping therapy (Al-hijamah) are,-29.9,271,0,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
the Arabic methodology for wet cupping therapy Al-hijamah are,the Arabic methodology for wet cupping therapy (Al-hijamah) are,"skin demarcation, sterilization, cupping, puncturing, cupping and","skin demarcation, sterilization, cupping, puncturing, cupping and",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"skin demarcation, sterilization, cupping, puncturing, cupping and","skin demarcation, sterilization, cupping, puncturing, cupping and",sterilization 41. This method is better to be abbreviated to CPC,sterilization [41]. This method is better to be abbreviated to CPC,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
sterilization 41. This method is better to be abbreviated to CPC,sterilization [41]. This method is better to be abbreviated to CPC,"cupping, puncturing and cupping method. Interestingly, a Chinese","(cupping, puncturing and cupping) method",-62.1,-270,0,0,1,9,7,-2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"cupping, puncturing and cupping method. Interestingly, a Chinese","(cupping, puncturing and cupping) method",report described steps of the currently practiced wet cupping therapy,report described steps of the currently practiced wet cupping therapy,25.4,270,0,1,0,7,9,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
report described steps of the currently practiced wet cupping therapy,report described steps of the currently practiced wet cupping therapy,"method in Saudi Arabia 42, which is exactly the CPC method as","method in Saudi Arabia [42], which is exactly the CPC method as",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"method in Saudi Arabia 42, which is exactly the CPC method as","method in Saudi Arabia [42], which is exactly the CPC method as",reviewed early in prophetic medicine 41. Same CPC method was,reviewed early in prophetic medicine [41]. Same CPC method was,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
reviewed early in prophetic medicine 41. Same CPC method was,reviewed early in prophetic medicine [41]. Same CPC method was,reported by a research group from Iran in a recent article describing,reported by a research group from Iran in a recent article describing,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
reported by a research group from Iran in a recent article describing,reported by a research group from Iran in a recent article describing,cardio protective effects of cupping therapy in experimental animals,cardio protective effects of cupping therapy in experimental animals,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
cardio protective effects of cupping therapy in experimental animals,cardio protective effects of cupping therapy in experimental animals,43,[43].,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
43,[43].,"Recently, the same CPC method was reported in an Iraqi report,","Recently, the same CPC method was reported in an Iraqi report,",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
"Recently, the same CPC method was reported in an Iraqi report,","Recently, the same CPC method was reported in an Iraqi report,",where CPC method of cupping therapy was quite a safe procedure,where CPC method of cupping therapy was quite a safe procedure,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
where CPC method of cupping therapy was quite a safe procedure,where CPC method of cupping therapy was quite a safe procedure,"in treating a variety of diseases e.g. back pain, sciatica, joint pain,","in treating a variety of diseases e.g. back pain, sciatica, joint pain,",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"in treating a variety of diseases e.g. back pain, sciatica, joint pain,","in treating a variety of diseases e.g. back pain, sciatica, joint pain,","hypertension, polycythemia and other diseases with reversible skin","hypertension, polycythemia and other diseases with reversible skin",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"hypertension, polycythemia and other diseases with reversible skin","hypertension, polycythemia and other diseases with reversible skin",changes with no side effects 44. CPC method was also reported also,changes with no side effects [44]. CPC method was also reported also,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
changes with no side effects 44. CPC method was also reported also,changes with no side effects [44]. CPC method was also reported also,by an Egyptian research group who reported a high beneficial effect,by an Egyptian research group who reported a high beneficial effect,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
by an Egyptian research group who reported a high beneficial effect,by an Egyptian research group who reported a high beneficial effect,of wet cupping therapy in treatment of rheumatoid arthritis 23. CPC,of wet cupping therapy in treatment of rheumatoid arthritis [23]. CPC,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
of wet cupping therapy in treatment of rheumatoid arthritis 23. CPC,of wet cupping therapy in treatment of rheumatoid arthritis [23]. CPC,method was reported to treat hypertension by another Iraqi research,method was reported to treat hypertension by another Iraqi research,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
method was reported to treat hypertension by another Iraqi research,method was reported to treat hypertension by another Iraqi research,group 1. Same CPC method was reported in a study to treat headache,group [1]. Same CPC method was reported in a study to treat headache,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
group 1. Same CPC method was reported in a study to treat headache,group [1]. Same CPC method was reported in a study to treat headache,and migraine by a research group from Iran 13. In a study about,and migraine by a research group from Iran [13]. In a study about,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
and migraine by a research group from Iran 13. In a study about,and migraine by a research group from Iran [13]. In a study about,"cupping therapy done recently in Pakistan, authors investigated the","cupping therapy done recently in Pakistan, authors investigated the",-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
"cupping therapy done recently in Pakistan, authors investigated the","cupping therapy done recently in Pakistan, authors investigated the",differences between venous blood and blood that comes out during,differences between venous blood and blood that comes out during,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
differences between venous blood and blood that comes out during,differences between venous blood and blood that comes out during,wet cupping therapy. Authors practiced CPC method of wet cupping,wet cupping therapy. Authors practiced CPC method of wet cupping,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
wet cupping therapy. Authors practiced CPC method of wet cupping,wet cupping therapy. Authors practiced CPC method of wet cupping,therapy 45. This may give the impression that the historical root of,therapy [45]. This may give the impression that the historical root of,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
therapy 45. This may give the impression that the historical root of,therapy [45]. This may give the impression that the historical root of,CPC method in wet cupping therapy may be of an Arabic origin.,CPC method in wet cupping therapy may be of an Arabic origin.,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
CPC method in wet cupping therapy may be of an Arabic origin.,CPC method in wet cupping therapy may be of an Arabic origin.,The most important question that arises soon is which methodology,The most important question that arises soon is which methodology,-29.9,0,1,0,0,9,9,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
"Col1CPC cupping, puncturing and cupping method =Prophetic wet cupping therapy =Al-hijamahPC puncturing and cupping method =Chinese wet cupping therapy",PC (puncturing and cupping) method,"DistributionOnly method of wet cupping therapy practiced in Saudi Arabia, middle east and some Islamic countries.Mainly in China and in other parts of the world",Distribution,-4.75,-360,0,0,0,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
"DistributionOnly method of wet cupping therapy practiced in Saudi Arabia, middle east and some Islamic countries.Mainly in China and in other parts of the world",Distribution,Vacuum pressure cuppingApplied twiceOnce,Vacuum pressure (cupping),0,0,1,0,0,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
Vacuum pressure cuppingApplied twiceOnce,Vacuum pressure (cupping),Cupping methodEquals dry cupping+PC cupping 2 cupping processesEquals one cupping process PC cupping only,Cupping method,0,0,1,0,0,7,7,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1
Cupping methodEquals dry cupping+PC cupping 2 cupping processesEquals one cupping process PC cupping only,Cupping method,After 1st step Cupping stepOnly fuids collect containing fragmented blood cells and causative pathological substances due to pressure suctioning and become trapped under increased pressure and may bulge through skin surface but cannot escape due to skin barrier Benefts from the phenomenon of skin reactive hyperemiaDoes not occur Does not,Does not occur,-2.38,360,0,0,0,7,7,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
After 1st step Cupping stepOnly fuids collect containing fragmented blood cells and causative pathological substances due to pressure suctioning and become trapped under increased pressure and may bulge through skin surface but cannot escape due to skin barrier Benefts from the phenomenon of skin reactive hyperemiaDoes not occur Does not,Does not occur,After 2nd step skin puncturing stepBeginning of escape of trapped fuids mixed with blood at puncture sitesEscape of fresh blood due to puncture trauma as occurs in wounds mixed with little tissue fuids.,After 2nd step (skin puncturing step),-10.25,-360,0,0,0,7,7,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1
After 2nd step skin puncturing stepBeginning of escape of trapped fuids mixed with blood at puncture sitesEscape of fresh blood due to puncture trauma as occurs in wounds mixed with little tissue fuids.,After 2nd step (skin puncturing step),After 3rd step Cupping stepPressure suctioning causes all collected fuids+some blood to come out through traumatic puncturesPressure suctioning helps bleeding to continue and blood to come out+some tissue fuids to be excreted.,After 3rd step (Cupping step),-4.75,0,1,0,0,7,7,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1
